Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,D10.all,D10.allV%,D10.65+,D10.65+V%,D11.all,D11.allV%,D11.65+,D11.65+V%,D12.all,D12.allV%,D12.65+,D12.65+V%,D13.all,D13.allV%,D13.65+,D13.65+V%,TN.all,TN.allV%,TN.65+,TN.65+V%
2015.08,77455,51.31,64228,54.85,82069,53.46,66600,56.97,12388,56.04,9967,59.65,85106,57.10,71191,61.01,39658,55.65,32977,59.61,51990,55.81,43106,59.51,54984,53.60,44320,56.80,42448,48.11,33843,51.98,35320,54.47,29749,57.71,36187,56.48,30157,60.86,84860,51.08,67899,55.67,36344,47.06,28777,51.25,14052,51.48,11065,56.76,652861,53.23,533879,57.13
2015.09,77455,51.35,64228,54.87,82069,53.49,66600,56.99,12388,56.05,9967,59.66,85106,57.11,71191,61.03,39658,55.66,32977,59.62,51990,55.83,43106,59.52,54984,53.61,44320,56.80,42448,48.13,33843,51.99,35320,54.48,29749,57.72,36187,56.50,30157,60.87,84860,51.10,67899,55.68,36344,47.08,28777,51.26,14052,51.49,11065,56.77,652861,53.24,533879,57.14
2015.10,77455,51.38,64228,54.91,82069,53.50,66600,57.00,12388,56.05,9967,59.67,85106,57.12,71191,61.03,39658,55.67,32977,59.63,51990,55.84,43106,59.52,54984,53.61,44320,56.81,42448,48.14,33843,52.01,35320,54.48,29749,57.72,36187,56.50,30157,60.88,84860,51.11,67899,55.69,36344,47.08,28777,51.26,14052,51.50,11065,56.79,652861,53.26,533879,57.15
2015.11,77455,51.41,64228,54.93,82069,53.51,66600,57.01,12388,56.06,9967,59.68,85106,57.13,71191,61.04,39658,55.69,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.15,33843,52.02,35320,54.49,29749,57.73,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.27,533879,57.16
2015.12,77455,51.42,64228,54.94,82069,53.52,66600,57.01,12388,56.06,9967,59.68,85106,57.14,71191,61.05,39658,55.69,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.27,533879,57.16
2015.13,77455,51.44,64228,54.95,82069,53.52,66600,57.01,12388,56.06,9967,59.68,85106,57.14,71191,61.05,39658,55.70,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.28,533879,57.16
2015.14,77455,51.44,64228,54.96,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.70,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.13,67899,55.71,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.28,533879,57.17
2015.15,77455,51.45,64228,54.96,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.70,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.09,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.16,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.17,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.18,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.19,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.20,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.21,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.22,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.23,77455,51.46,64228,54.97,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.24,77455,51.46,64228,54.97,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.25,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.26,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.27,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.28,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.29,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.29,533879,57.17
