Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,MS.all,MS.allV%,MS.65+,MS.65+V%
2016.12,41916,46.80,32514,51.42,61715,48.31,46215,52.71,33952,35.65,24595,40.16,39638,38.56,29845,41.88,70604,44.42,56093,48.81,36785,34.00,28819,37.64,28115,39.06,21650,43.10,41529,43.65,32324,47.81,58854,37.20,46732,40.66,413108,41.56,318787,45.63
2016.13,41916,46.83,32514,51.45,61715,48.33,46215,52.71,33952,35.66,24595,40.16,39638,38.58,29845,41.89,70604,44.44,56093,48.82,36785,34.02,28819,37.65,28115,39.07,21650,43.11,41529,43.65,32324,47.81,58854,37.22,46732,40.67,413108,41.58,318787,45.64
2016.14,41916,46.84,32514,51.47,61715,48.34,46215,52.72,33952,35.67,24595,40.17,39638,38.58,29845,41.90,70604,44.45,56093,48.83,36785,34.02,28819,37.65,28115,39.07,21650,43.12,41529,43.65,32324,47.81,58854,37.23,46732,40.68,413108,41.58,318787,45.65
2016.15,41916,46.85,32514,51.48,61715,48.35,46215,52.73,33952,35.68,24595,40.17,39638,38.59,29845,41.90,70604,44.46,56093,48.84,36785,34.03,28819,37.66,28115,39.08,21650,43.12,41529,43.66,32324,47.82,58854,37.23,46732,40.68,413108,41.59,318787,45.66
2016.16,41916,46.88,32514,51.50,61715,48.35,46215,52.74,33952,35.68,24595,40.17,39638,38.59,29845,41.91,70604,44.46,56093,48.84,36785,34.03,28819,37.66,28115,39.08,21650,43.12,41529,43.66,32324,47.82,58854,37.23,46732,40.68,413108,41.60,318787,45.66
2016.17,41916,46.88,32514,51.50,61715,48.36,46215,52.75,33952,35.68,24595,40.17,39638,38.59,29845,41.91,70604,44.47,56093,48.85,36785,34.03,28819,37.66,28115,39.08,21650,43.13,41529,43.66,32324,47.82,58854,37.24,46732,40.69,413108,41.60,318787,45.66
2016.18,41916,46.88,32514,51.51,61715,48.36,46215,52.75,33952,35.68,24595,40.18,39638,38.59,29845,41.91,70604,44.47,56093,48.85,36785,34.03,28819,37.66,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.24,46732,40.69,413108,41.60,318787,45.67
2016.19,41916,46.88,32514,51.51,61715,48.36,46215,52.75,33952,35.68,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.66,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.24,46732,40.69,413108,41.60,318787,45.67
2016.20,41916,46.88,32514,51.51,61715,48.37,46215,52.75,33952,35.69,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.66,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.24,46732,40.70,413108,41.61,318787,45.67
2016.21,41916,46.88,32514,51.51,61715,48.37,46215,52.75,33952,35.69,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.66,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.25,46732,40.70,413108,41.61,318787,45.67
2016.22,41916,46.88,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.25,46732,40.70,413108,41.61,318787,45.67
2016.23,41916,46.88,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.66,32324,47.82,58854,37.25,46732,40.70,413108,41.61,318787,45.67
2016.24,41916,46.88,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.59,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.25,46732,40.70,413108,41.61,318787,45.67
2016.25,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.85,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.25,46732,40.70,413108,41.61,318787,45.67
2016.26,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.86,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.25,46732,40.71,413108,41.61,318787,45.67
2016.27,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.86,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.26,46732,40.71,413108,41.61,318787,45.67
2016.28,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.86,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.26,46732,40.71,413108,41.61,318787,45.67
2016.29,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.86,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.26,46732,40.71,413108,41.61,318787,45.67
2016.30,41916,46.89,32514,51.51,61715,48.37,46215,52.76,33952,35.69,24595,40.18,39638,38.60,29845,41.91,70604,44.48,56093,48.86,36785,34.03,28819,37.67,28115,39.09,21650,43.13,41529,43.67,32324,47.82,58854,37.26,46732,40.71,413108,41.61,318787,45.67
2016.31,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12199,0.09,0,0.00,25584,0.08,0,0.00,37783,0.08,0,0.00
2016.32,17816,0.15,0,0.00,29441,0.29,0,0.00,3158,0.41,0,0.00,0,0.00,0,0.00,45521,0.15,0,0.00,0,0.00,0,0.00,10555,0.49,0,0.00,12199,0.20,0,0.00,49687,0.29,20322,0.41,168377,0.25,20322,0.41
2016.33,27162,0.41,0,0.00,52131,0.77,15128,1.25,3158,0.79,0,0.00,25741,0.34,0,0.00,66576,0.29,18774,0.29,18976,0.21,0,0.00,16930,0.67,0,0.00,22717,0.49,0,0.00,54675,0.52,33050,0.57,288066,0.48,66952,0.65
2016.34,31154,1.00,22031,1.06,61943,1.41,38875,1.59,21371,0.58,0,0.00,33612,0.71,16962,0.76,71545,0.65,36285,0.63,27419,0.56,0,0.00,22657,1.15,4286,2.08,36928,0.89,17904,1.21,57538,1.01,39511,1.11,364167,0.92,175854,1.11
2016.35,43187,2.03,22031,2.78,63214,2.79,46584,2.93,30269,1.04,8919,1.28,37229,1.44,20830,1.55,71545,1.37,48582,1.40,35712,1.04,17588,1.18,27057,1.77,10071,2.42,42396,2.10,23694,2.61,61204,1.83,42383,1.92,411813,1.78,240682,2.07
2016.36,43187,3.97,27199,4.90,63214,5.37,46584,5.75,34459,2.30,17814,3.04,40521,2.89,25471,3.47,72735,2.63,57244,2.74,37189,2.11,17588,2.54,28525,2.90,14139,4.08,42396,4.21,32010,4.68,61204,3.32,46380,3.61,423430,3.40,284429,3.94
2016.37,43187,6.62,32570,7.38,63214,8.16,47463,8.73,34459,4.18,19384,5.13,40521,4.73,28078,5.22,72735,4.59,57244,4.91,37189,3.60,25563,3.90,28525,4.66,16477,6.21,42396,6.45,33133,7.09,61204,5.17,48606,5.64,423430,5.50,308518,6.14
2016.38,43187,9.89,33512,10.94,63214,11.64,47463,12.57,34459,6.97,23906,7.88,40521,6.98,29607,7.47,72735,7.36,58082,8.03,37189,5.66,28068,6.05,28525,7.17,19889,8.43,42396,9.35,33133,10.27,61204,7.46,48606,8.10,423430,8.24,322266,9.03
2016.39,43187,14.53,33512,16.11,63214,16.61,47463,18.10,34459,10.34,23906,11.65,40521,10.88,30670,11.51,72735,12.32,58082,13.59,37189,8.64,29217,9.15,28525,11.34,22065,12.46,42396,14.26,33133,15.53,61204,11.04,48606,11.93,423430,12.51,326654,13.64
2016.40,43187,19.44,33512,21.51,63214,21.21,47463,23.21,34459,13.81,25022,15.21,40521,14.75,30670,15.79,72735,17.43,58082,19.28,37189,12.15,29217,13.12,28525,16.40,22065,17.94,42396,19.60,33133,21.19,61204,14.84,48606,16.14,423430,16.96,327770,18.53
2016.41,43187,24.18,33512,26.81,63214,25.94,47463,28.49,34459,17.67,25022,19.61,40521,18.72,30670,20.15,72735,22.75,58082,25.02,37189,15.85,29217,17.13,28525,20.57,22065,22.49,42396,24.28,33133,26.28,61204,18.35,48606,20.00,423430,21.34,327770,23.35
2016.42,43187,28.18,33512,31.47,63214,30.26,47463,33.31,34459,21.15,25022,23.64,40521,22.90,30670,24.76,72735,26.99,58082,29.77,37189,19.06,29217,20.72,28525,23.79,22065,26.12,42396,28.37,33133,30.85,61204,21.53,48606,23.54,423430,25.17,327770,27.65
2016.43,43187,31.52,33512,35.18,63214,33.87,47463,37.28,34459,23.67,25022,26.50,40521,25.82,30670,28.01,72866,30.14,58082,33.32,37189,21.86,29217,23.89,28525,26.19,22065,28.77,42396,31.54,33133,34.39,61204,24.18,48606,26.51,423561,28.18,327770,31.02
2016.44,43187,34.41,33512,38.37,63214,36.80,47463,40.56,34459,25.98,25022,29.09,40521,28.41,30670,30.85,72866,32.91,58082,36.36,37189,24.16,29217,26.48,28525,28.67,22065,31.55,42396,34.25,33133,37.33,61204,26.51,48606,29.07,423561,30.80,327770,33.92
2016.45,43187,36.70,33512,40.90,63214,39.17,47463,43.22,34459,27.89,25022,31.37,40521,30.52,30670,33.24,72866,35.29,58082,38.97,37189,26.14,29217,28.72,28525,30.39,22065,33.41,42396,36.42,33133,39.71,61204,28.44,48606,31.21,423561,32.94,327770,36.30
2016.46,43187,37.67,33512,41.96,63214,40.18,47463,44.34,34459,28.56,25022,32.15,40521,31.40,30670,34.17,72866,36.35,58082,40.11,37189,26.91,29217,29.60,28525,31.20,22065,34.31,42396,37.28,33133,40.62,61204,29.27,48606,32.10,423561,33.84,327770,37.29
2016.47,43187,39.12,33512,43.60,63214,41.76,47463,46.11,34459,29.53,25022,33.25,40521,32.56,30670,35.46,72866,37.75,58082,41.63,37189,28.21,29217,31.05,28525,32.39,22065,35.63,42396,38.60,33133,42.06,61204,30.51,48606,33.44,423561,35.16,327770,38.74
2016.48,43187,40.27,33512,44.85,63214,42.94,47463,47.41,34459,30.46,25022,34.32,40521,33.61,30670,36.66,72866,38.95,58082,42.95,37189,29.22,29217,32.16,28525,33.29,22065,36.61,42396,39.84,33133,43.41,61204,31.53,48606,34.54,423561,36.26,327770,39.95
2016.49,43187,41.12,33512,45.76,63214,43.84,47463,48.39,34459,31.21,25022,35.20,40521,34.43,30670,37.54,72866,39.85,58082,43.92,37189,30.04,29217,33.06,28525,34.05,22065,37.37,42396,40.77,33133,44.37,61204,32.44,48606,35.54,423561,37.12,327770,40.89
2016.50,43187,41.70,33512,46.40,63214,44.39,47463,48.98,34459,31.67,25022,35.76,40521,34.92,30670,38.08,72866,40.41,58082,44.52,37189,30.52,29217,33.57,28525,34.53,22065,37.88,42396,41.33,33133,44.94,61204,32.97,48606,36.08,423561,37.65,327770,41.45
2016.51,43187,42.11,33512,46.86,63214,44.81,47463,49.41,34459,31.93,25022,36.06,40521,35.19,30670,38.36,72866,40.70,58082,44.82,37189,30.76,29217,33.81,28525,34.78,22065,38.13,42396,41.62,33133,45.26,61204,33.32,48606,36.44,423561,37.97,327770,41.79
2016.52,43187,42.45,33512,47.20,63214,45.16,47463,49.78,34459,32.21,25022,36.38,40521,35.48,30670,38.63,72866,41.02,58082,45.14,37189,31.01,29217,34.07,28525,35.07,22065,38.40,42396,41.97,33133,45.63,61204,33.73,48606,36.88,423561,38.30,327770,42.13
2017.01,43187,42.76,33512,47.57,63214,45.62,47463,50.25,34459,32.46,25022,36.67,40521,35.77,30670,38.98,72866,41.41,58082,45.56,37189,31.34,29217,34.45,28525,35.29,22065,38.65,42396,42.36,33133,46.02,61204,34.13,48606,37.32,423561,38.66,327770,42.52
2017.02,43187,43.01,33512,47.84,63214,45.89,47463,50.53,34459,32.59,25022,36.82,40521,35.98,30670,39.20,72866,41.60,58082,45.74,37189,31.48,29217,34.59,28525,35.41,22065,38.78,42396,42.60,33133,46.28,61204,34.37,48606,37.58,423561,38.86,327770,42.74
2017.03,43187,43.10,33512,47.93,63214,45.98,47463,50.62,34459,32.65,25022,36.89,40521,36.07,30670,39.28,72866,41.68,58082,45.82,37189,31.55,29217,34.67,28525,35.48,22065,38.85,42396,42.71,33133,46.38,61204,34.42,48606,37.62,423561,38.94,327770,42.82
2017.04,43187,43.10,33512,47.93,63214,45.98,47463,50.63,34459,32.65,25022,36.89,40521,36.07,30670,39.28,72866,41.68,58082,45.83,37189,31.55,29217,34.67,28525,35.48,22065,38.85,42396,42.71,33133,46.38,61204,34.42,48606,37.62,423561,38.94,327770,42.82
2017.05,43187,43.10,33512,47.93,63214,45.98,47463,50.63,34459,32.65,25022,36.89,40521,36.07,30670,39.28,72866,41.68,58082,45.83,37189,31.55,29217,34.67,28525,35.48,22065,38.85,42396,42.71,33133,46.38,61204,34.42,48606,37.62,423561,38.94,327770,42.82
