Week,R01.%ILI,R03.%ILI,R04.%ILI,R05.%ILI,R06.%ILI,R07.%ILI,R08.%ILI,R09.%ILI,R10.%ILI,R02.%ILI,USA.%ILI
2010.21,00.49,01.18,01.13,01.17,00.81,01.34,00.82,00.60,01.41,00.72,01.08
2010.22,00.53,01.17,01.16,01.35,00.96,01.49,00.57,00.64,01.85,01.05,01.20
2010.23,00.48,01.05,01.01,01.04,00.80,01.12,00.58,00.39,01.33,00.57,00.95
2010.24,00.46,01.05,01.06,00.95,00.86,00.94,00.46,00.33,01.28,00.69,00.92
2010.25,00.44,01.16,00.90,00.97,00.82,01.03,00.50,00.34,01.29,00.85,00.93
2010.26,00.40,01.08,00.88,00.96,00.73,01.01,00.45,00.27,01.17,00.38,00.87
2010.27,00.49,01.07,00.88,00.98,00.82,01.03,00.46,00.33,01.20,00.62,00.90
2010.28,00.36,00.92,00.74,00.77,00.68,01.00,00.48,00.35,01.02,00.69,00.77
2010.29,00.43,00.86,00.76,00.77,00.53,00.94,00.41,00.24,01.24,00.65,00.74
2010.30,00.40,00.89,00.73,00.76,00.51,00.76,00.64,00.29,01.27,00.73,00.73
2010.31,00.41,00.95,00.84,00.82,00.65,00.78,00.35,00.23,01.35,00.65,00.79
2010.32,00.46,00.87,00.80,00.92,00.66,00.61,00.38,00.27,01.25,00.59,00.76
2010.33,00.37,00.93,00.84,00.95,00.78,00.90,00.30,00.29,01.49,00.63,00.84
2010.34,00.34,00.79,00.81,01.11,00.65,00.86,00.47,00.32,00.91,00.65,00.79
2010.35,00.27,00.76,00.90,01.16,00.69,01.28,00.53,00.47,01.38,00.60,00.91
2010.36,00.38,00.98,01.04,01.26,00.85,01.47,00.66,00.61,01.01,01.36,01.03
2010.37,00.42,00.95,00.99,00.91,00.83,01.23,00.60,00.56,01.37,00.72,00.93
2010.38,00.46,01.17,01.13,01.06,00.83,01.29,00.75,00.56,01.89,00.73,01.08
2010.39,00.38,01.14,01.08,01.08,00.71,01.47,00.85,00.54,01.76,00.83,01.07
2010.40,00.50,01.14,01.12,01.16,00.84,02.02,00.94,00.69,01.42,00.54,01.14
2010.41,00.65,01.36,01.27,01.28,00.92,01.98,00.99,00.58,01.59,01.01,01.25
2010.42,00.62,01.24,01.22,01.28,01.01,02.06,01.01,00.63,01.64,00.82,01.25
2010.43,00.62,01.28,01.25,01.39,00.99,02.08,00.78,00.71,01.58,00.96,01.27
2010.44,00.64,01.40,01.31,01.67,01.13,02.35,00.67,00.77,01.92,01.06,01.44
2010.45,00.60,01.60,01.42,01.96,01.08,02.33,01.12,00.66,01.79,01.04,01.53
2010.46,00.72,01.75,01.45,02.33,01.08,02.43,01.01,00.73,02.16,01.21,01.69
2010.47,00.86,02.15,01.59,02.97,01.26,02.69,00.99,00.71,02.23,01.88,01.99
2010.48,00.75,02.43,01.54,02.25,01.07,02.54,01.33,00.75,02.22,01.13,01.81
2010.49,00.79,02.66,01.61,02.78,01.16,02.41,01.26,00.76,02.78,01.22,02.01
2010.50,00.83,03.21,01.70,04.40,01.31,02.91,01.46,00.80,03.14,01.17,02.56
2010.51,01.06,04.24,02.16,06.01,01.91,03.81,01.74,01.01,03.51,01.93,03.38
2010.52,01.25,04.40,02.39,05.12,02.35,04.19,02.23,01.12,03.23,02.19,03.43
2011.01,00.99,03.30,02.30,03.89,01.92,03.48,01.67,00.83,02.79,01.47,02.69
2011.02,01.20,03.29,02.61,03.84,02.17,04.39,01.64,01.13,02.98,01.77,02.91
2011.03,01.22,03.03,03.53,04.45,02.97,05.67,01.92,01.53,03.42,02.27,03.49
2011.04,01.49,02.92,04.27,05.16,03.84,06.38,03.22,01.84,03.63,02.41,04.00
2011.05,01.92,02.86,04.72,05.60,04.24,07.64,04.05,02.36,03.67,03.04,04.44
2011.06,02.07,02.89,04.52,05.42,03.65,07.48,03.51,02.67,03.97,03.01,04.24
2011.07,02.40,02.94,04.61,04.96,03.60,07.85,04.29,02.85,04.08,04.45,04.40
2011.08,02.48,02.97,04.11,04.04,03.40,06.08,04.41,02.76,03.92,04.03,03.90
2011.09,01.87,02.36,03.31,02.91,03.10,04.66,03.69,02.53,03.88,04.10,03.15
2011.10,01.81,02.11,02.67,02.58,02.66,03.60,03.32,02.22,03.48,04.06,02.72
2011.11,01.47,02.06,02.18,02.07,02.55,03.10,02.20,01.75,03.21,03.21,02.33
2011.12,01.17,01.92,01.73,01.66,01.88,02.95,01.71,01.43,02.57,03.28,01.93
2011.13,01.20,01.95,01.66,01.59,01.75,02.06,01.38,01.18,02.35,01.96,01.75
2011.14,01.06,01.94,01.43,01.42,01.50,02.00,01.14,00.88,02.04,01.77,01.58
2011.15,00.97,01.66,01.33,01.28,01.06,01.56,00.98,00.78,01.93,01.66,01.36
2011.16,00.89,01.66,01.18,01.20,01.09,01.59,00.76,00.67,02.01,01.33,01.31
2011.17,00.77,01.32,00.96,01.13,00.96,01.50,00.65,00.63,01.63,01.16,01.15
2011.18,00.71,01.22,00.96,01.15,00.91,01.53,00.49,00.54,01.71,01.08,01.11
2011.19,00.61,01.28,00.95,01.12,01.03,01.49,00.54,00.49,01.63,00.93,01.11
2011.20,00.61,01.19,01.02,01.10,00.90,01.31,00.58,00.50,01.42,01.10,01.05
2011.21,00.72,01.40,00.96,01.03,00.82,01.18,00.59,00.44,01.30,00.92,01.04
2011.22,00.73,01.27,00.97,01.22,01.14,01.25,00.27,00.41,01.51,01.22,01.12
2011.23,00.68,01.26,00.98,00.99,00.81,01.01,00.26,00.37,01.41,00.97,00.98
2011.24,00.66,01.21,00.94,00.87,00.71,01.18,00.09,00.34,01.14,01.07,00.93
2011.25,00.60,01.05,00.81,00.79,00.70,01.00,00.27,00.27,01.08,01.20,00.84
2011.26,00.55,00.99,00.79,00.77,00.87,01.19,00.08,00.26,01.05,00.92,00.83
2011.27,00.62,00.93,00.78,00.89,01.02,00.99,00.12,00.39,01.05,00.70,00.86
2011.28,00.56,00.78,00.66,00.71,00.54,01.00,00.08,00.26,01.01,00.60,00.71
2011.29,00.57,00.68,00.65,00.72,00.71,00.91,00.21,00.36,00.88,00.57,00.69
2011.30,00.53,00.72,00.68,00.66,00.70,00.94,00.20,00.33,00.84,00.51,00.69
2011.31,00.49,00.72,00.62,00.66,00.84,00.89,00.14,00.36,00.48,00.37,00.64
2011.32,00.52,00.76,00.61,00.77,00.67,00.88,00.13,00.30,00.76,00.54,00.68
2011.33,00.52,00.74,00.67,00.91,00.74,00.98,00.09,00.32,00.77,00.47,00.73
2011.34,00.48,00.78,00.78,01.02,00.78,01.09,00.15,00.34,00.94,00.30,00.81
2011.35,00.51,00.73,00.71,01.03,00.86,01.41,00.28,00.47,01.00,00.83,00.86
2011.36,00.49,00.74,00.79,01.23,00.96,01.63,00.59,00.51,00.95,00.87,00.94
2011.37,00.49,00.80,00.94,01.26,00.86,01.62,00.90,00.50,01.06,00.71,00.97
2011.38,00.49,00.78,01.17,01.14,01.09,01.54,00.49,00.67,01.05,00.87,01.00
2011.39,00.61,01.03,01.16,01.42,01.08,01.58,00.59,00.66,01.15,00.78,01.11
2011.40,00.54,01.36,01.18,01.23,01.20,01.98,00.88,00.98,01.08,00.77,01.20
2011.41,00.80,01.53,01.23,01.27,01.15,01.81,00.82,00.93,01.10,00.84,01.24
2011.42,00.68,01.51,01.18,01.26,01.19,02.02,00.74,00.89,01.33,00.70,01.25
2011.43,00.77,01.54,01.30,01.33,01.16,02.00,00.98,00.95,01.38,00.79,01.31
2011.44,00.80,01.83,01.35,01.48,01.27,02.02,01.09,01.07,01.65,00.98,01.45
2011.45,00.81,01.82,01.43,01.55,01.24,02.07,00.90,01.09,01.42,00.85,01.44
2011.46,00.66,01.86,01.42,01.46,01.22,02.31,00.79,01.09,01.63,01.07,01.46
2011.47,00.87,02.22,01.51,01.70,01.49,02.34,00.85,01.27,01.59,01.10,01.66
2011.48,00.74,02.19,01.53,01.37,01.22,02.24,00.97,01.02,01.22,01.02,01.47
2011.49,00.71,02.24,01.39,01.65,01.15,02.07,00.80,01.01,01.72,00.75,01.52
2011.50,00.84,02.24,01.54,01.78,01.36,02.29,01.43,01.10,01.74,01.13,01.66
2011.51,00.99,02.45,01.65,02.22,01.48,02.36,01.37,01.14,02.01,01.13,01.85
2011.52,01.17,02.55,01.94,02.62,01.93,02.48,01.86,01.28,02.29,01.47,02.12
2012.01,00.96,02.26,01.67,01.78,01.53,02.28,01.38,01.22,02.09,01.16,01.77
2012.02,00.93,01.83,01.37,01.61,01.35,02.15,01.40,01.22,01.81,00.83,01.54
2012.03,00.92,01.96,01.53,01.77,01.41,02.24,01.58,01.25,01.73,01.25,01.65
2012.04,00.90,01.85,01.42,01.81,01.46,02.32,01.61,01.42,02.19,01.19,01.68
2012.05,00.86,01.84,01.54,01.98,01.78,02.38,02.31,01.72,02.52,01.38,01.86
2012.06,00.87,01.80,01.45,02.06,01.64,02.64,02.63,01.76,02.35,01.25,01.86
2012.07,00.87,01.85,01.60,02.16,01.97,02.98,02.94,01.89,02.42,01.68,02.02
2012.08,01.00,02.06,01.52,01.98,02.26,03.14,03.02,02.08,02.62,01.48,02.10
2012.09,00.83,01.86,01.51,02.09,02.31,03.33,03.39,01.92,02.43,01.64,02.10
2012.10,00.75,01.81,01.54,02.29,02.71,03.22,03.19,01.99,02.11,01.65,02.10
2012.11,00.89,02.01,01.52,02.28,03.13,03.80,02.69,02.37,02.25,02.11,02.29
2012.12,00.96,01.90,01.38,01.87,02.37,02.81,01.69,01.69,02.33,02.28,01.92
2012.13,00.70,01.81,01.30,01.60,01.68,02.57,01.22,01.66,02.75,01.85,01.74
2012.14,00.88,01.90,01.24,01.60,01.73,02.39,00.93,01.36,02.32,01.82,01.68
2012.15,00.92,01.78,01.13,01.36,01.51,02.02,00.75,01.25,02.05,02.03,01.50
2012.16,00.90,01.60,01.06,01.34,01.33,02.06,00.71,01.06,01.65,01.80,01.38
2012.17,00.67,01.43,01.04,01.23,01.25,01.92,00.65,01.08,01.70,01.59,01.29
2012.18,00.57,01.55,01.13,01.31,01.31,01.91,00.67,00.97,01.97,01.60,01.36
2012.19,00.68,01.62,01.01,01.25,01.10,01.88,00.58,00.90,01.93,01.25,01.31
2012.20,00.58,01.53,00.95,01.39,01.04,01.88,00.51,00.91,01.71,01.06,01.27
2012.21,00.61,01.46,00.94,01.47,00.95,01.91,00.49,00.75,01.93,00.87,01.28
2012.22,00.64,01.40,00.94,01.57,01.10,01.86,00.28,01.08,01.90,00.87,01.30
2012.23,00.53,01.37,00.96,01.48,00.97,01.56,00.08,00.83,01.39,00.66,01.16
2012.24,00.54,01.34,00.98,01.23,00.77,01.44,00.09,00.78,01.41,00.57,01.09
2012.25,00.56,01.44,00.94,00.95,00.81,01.45,00.05,00.74,01.36,00.55,01.06
2012.26,00.61,01.41,00.93,01.04,00.82,01.90,00.08,00.65,01.16,00.49,01.08
2012.27,00.62,01.30,00.83,01.11,00.96,01.51,00.21,00.62,01.21,00.46,01.05
2012.28,00.60,01.27,00.73,00.89,00.84,01.37,00.15,00.56,01.03,00.37,00.93
2012.29,00.57,01.17,00.79,00.82,00.79,01.32,00.14,00.58,01.06,00.43,00.90
2012.30,00.52,01.09,00.76,00.97,00.88,01.19,00.18,00.65,01.14,00.39,00.92
2012.31,00.53,01.03,00.77,00.94,01.06,01.34,00.25,00.59,01.34,00.37,00.95
2012.32,00.57,00.95,00.76,00.89,00.84,01.38,00.13,00.53,01.45,00.41,00.92
2012.33,00.53,00.99,00.78,00.99,00.81,01.26,00.17,00.65,01.19,00.31,00.90
2012.34,00.45,01.15,00.80,01.10,00.92,01.56,00.56,00.61,01.51,00.40,01.03
2012.35,00.46,00.96,00.92,01.12,00.98,01.64,00.55,00.69,01.63,00.40,01.05
2012.36,00.55,01.01,00.90,01.21,01.06,01.73,00.71,00.96,01.73,00.62,01.13
2012.37,00.55,01.16,01.09,01.05,01.12,01.98,00.84,00.90,01.72,00.51,01.19
2012.38,00.53,01.33,01.15,01.10,01.11,02.00,00.70,00.71,01.69,00.68,01.21
2012.39,00.54,01.31,01.20,01.18,01.10,01.99,00.90,00.85,01.71,00.87,01.25
2012.40,00.58,01.29,01.09,01.13,01.19,02.08,01.10,00.83,01.38,00.70,01.21
2012.41,00.61,01.45,01.19,01.27,01.18,02.33,01.12,00.85,01.46,00.74,01.32
2012.42,00.78,01.54,01.19,01.27,01.23,01.95,01.41,00.88,01.52,00.79,01.33
2012.43,00.60,01.57,01.18,01.30,01.17,02.54,01.31,00.81,01.57,00.71,01.37
2012.44,00.65,01.63,01.42,01.43,01.33,02.60,01.61,01.04,01.59,00.98,01.51
2012.45,00.61,01.48,01.35,01.77,01.43,03.18,01.54,01.01,01.67,00.99,01.61
2012.46,00.69,01.57,01.45,02.21,01.46,03.27,01.85,01.10,01.73,01.30,01.75
2012.47,00.86,02.05,01.83,03.25,01.84,04.55,02.13,01.58,01.84,01.54,02.33
2012.48,00.90,02.24,01.85,03.00,01.82,03.89,02.03,01.51,01.73,01.25,02.23
2012.49,01.29,02.71,02.63,04.73,02.51,04.70,02.24,01.91,01.77,01.32,02.98
2012.50,01.85,03.20,03.66,05.21,03.40,05.75,02.70,02.56,02.03,01.70,03.63
2012.51,02.78,04.02,05.08,05.53,04.56,07.25,04.33,03.47,02.54,01.92,04.55
2012.52,04.14,05.12,07.01,06.52,05.99,09.05,06.89,04.82,03.27,03.85,06.03
2013.01,03.10,04.72,06.04,04.77,04.65,07.41,06.18,04.33,02.93,02.75,04.96
2013.02,03.07,05.32,06.12,03.76,03.97,06.90,05.53,04.18,03.09,02.71,04.69
2013.03,02.81,05.91,05.73,03.34,03.83,06.73,05.70,04.36,04.09,02.95,04.70
2013.04,02.45,04.98,03.32,02.81,03.45,06.58,05.72,04.18,05.08,03.48,04.16
2013.05,02.18,04.04,03.45,02.74,03.18,05.40,05.60,03.63,04.55,02.79,03.70
2013.06,01.87,03.66,02.84,02.47,02.89,04.37,04.76,03.14,04.37,02.57,03.24
2013.07,01.57,03.16,02.84,02.33,02.65,03.72,03.67,02.67,04.01,02.13,02.89
2013.08,01.42,03.41,02.77,02.21,02.44,03.32,03.27,02.32,03.35,01.88,02.72
2013.09,01.28,02.87,02.69,02.22,02.42,03.16,02.52,02.07,03.16,01.29,02.52
2013.10,01.25,02.95,02.97,02.45,02.25,03.16,02.24,01.77,03.09,00.94,02.55
2013.11,01.21,02.74,02.72,02.31,02.45,03.18,01.90,01.70,02.79,01.14,02.43
2013.12,01.14,02.55,02.38,01.94,02.12,02.61,01.66,01.28,02.48,00.83,02.11
2013.13,01.23,02.28,02.25,01.78,01.91,02.49,01.43,01.22,02.16,00.79,01.95
2013.14,01.26,02.02,01.93,01.56,01.74,02.41,01.09,01.19,01.86,00.67,01.75
2013.15,01.31,01.69,01.62,01.24,01.46,02.10,01.02,01.01,01.66,00.43,01.50
2013.16,01.08,01.67,01.15,01.04,01.37,01.93,00.84,00.93,01.50,00.48,01.32
2013.17,00.81,01.59,01.11,00.86,01.24,01.88,00.95,00.93,01.47,00.42,01.23
2013.18,00.81,01.58,01.07,00.82,01.12,01.77,00.81,00.96,01.50,00.43,01.20
2013.19,00.74,01.52,01.00,00.91,01.17,01.92,00.71,00.90,01.38,00.20,01.19
2013.20,00.64,01.48,00.92,00.93,01.22,01.87,00.59,00.77,01.46,00.31,01.17
2013.21,00.62,01.40,00.98,00.95,01.10,01.73,00.81,00.82,01.27,00.36,01.13
2013.22,00.64,01.45,00.99,00.83,01.30,01.64,00.74,00.91,01.24,00.25,01.14
2013.23,00.56,01.27,00.89,00.65,01.22,01.42,00.21,00.74,01.26,00.31,01.01
2013.24,00.65,01.34,00.96,00.70,01.18,01.31,00.18,00.72,01.30,00.31,01.02
2013.25,00.55,01.28,00.85,00.63,01.09,01.54,00.25,00.72,01.23,00.26,01.00
2013.26,00.57,01.16,00.79,00.61,01.00,01.34,00.14,00.65,01.09,00.17,00.91
2013.27,00.59,01.21,00.80,00.63,01.09,01.47,00.12,00.59,01.03,00.14,00.95
2013.28,00.52,01.11,00.67,00.48,00.95,01.34,00.10,00.57,00.92,00.24,00.83
2013.29,00.53,01.02,00.68,00.50,00.83,01.31,00.15,00.61,00.95,00.24,00.80
2013.30,00.45,00.97,00.71,00.57,00.81,01.22,00.12,00.75,01.00,00.21,00.81
2013.31,00.47,00.97,00.76,00.54,00.80,01.50,00.12,00.58,00.94,00.12,00.80
2013.32,00.53,00.92,00.65,00.54,00.71,01.21,00.86,00.66,01.00,00.22,00.78
2013.33,00.45,00.79,00.75,00.60,00.88,01.32,00.66,00.57,00.98,00.17,00.80
2013.34,00.45,00.86,00.72,00.77,00.77,01.41,00.56,00.54,00.85,00.16,00.83
2013.35,00.41,00.82,00.78,00.85,00.84,01.71,00.22,00.98,01.19,00.16,00.94
2013.36,00.35,00.81,00.95,00.87,00.94,02.14,00.78,00.80,01.30,00.16,01.04
2013.37,00.40,00.86,01.13,00.90,01.04,02.26,00.92,00.43,01.32,00.26,01.09
2013.38,00.47,01.23,01.22,00.85,01.13,02.37,00.83,00.46,01.35,00.32,01.20
2013.39,00.61,01.42,01.23,01.02,01.13,02.58,00.36,00.65,01.61,00.34,01.26
2013.40,00.62,01.43,01.09,01.02,01.14,02.10,00.34,00.76,01.11,00.47,01.13
2013.41,00.64,01.35,01.17,01.09,01.24,02.22,00.44,00.85,01.34,00.45,01.21
2013.42,00.73,01.46,01.23,01.20,01.24,02.35,00.40,00.72,01.33,00.55,01.26
2013.43,00.69,01.61,01.33,01.46,01.35,02.42,00.49,00.91,01.28,00.50,01.37
2013.44,00.72,01.69,01.33,01.54,01.42,02.50,00.50,00.91,01.46,00.53,01.43
2013.45,00.78,01.75,01.34,01.77,01.45,02.86,00.53,00.94,01.68,00.40,01.54
2013.46,00.79,01.76,01.44,01.81,01.44,03.17,00.47,00.87,01.62,00.53,01.60
2013.47,00.71,01.91,01.46,02.01,01.49,03.43,00.58,01.27,01.66,00.48,01.73
2013.48,00.93,02.25,01.76,02.49,01.99,04.13,00.57,01.36,01.95,00.66,02.10
2013.49,00.82,02.30,01.77,02.79,01.92,04.61,00.66,01.64,01.84,00.64,02.21
2013.50,01.03,02.32,01.88,02.81,02.09,05.34,00.80,01.73,02.09,00.92,02.42
2013.51,01.14,02.63,02.30,03.66,02.51,06.90,01.36,02.28,02.57,01.81,03.03
2013.52,01.74,03.37,03.30,04.97,04.04,09.22,02.30,03.84,03.70,04.73,04.39
2014.01,01.74,03.50,03.74,04.23,03.89,08.27,02.10,03.02,03.74,04.99,04.21
2014.02,01.42,02.86,03.72,03.23,03.08,06.89,01.69,02.66,03.46,03.90,03.46
2014.03,01.74,03.12,04.15,02.91,02.68,05.75,01.82,02.37,03.58,02.96,03.32
2014.04,01.88,03.03,04.11,03.00,02.70,05.11,01.71,02.23,03.85,02.40,03.24
2014.05,01.82,02.82,03.37,02.59,02.28,04.81,01.68,01.93,03.44,01.88,02.89
2014.06,02.09,02.81,03.03,02.28,02.06,04.09,01.15,01.86,03.10,01.65,02.62
2014.07,01.68,02.54,02.81,02.04,01.95,03.64,00.97,01.65,02.72,01.27,02.34
2014.08,01.54,02.27,02.39,01.56,02.00,03.42,00.89,01.64,02.50,01.24,02.12
2014.09,01.29,02.02,02.20,01.39,01.89,03.28,00.76,01.37,02.36,00.78,01.91
2014.10,01.30,02.36,02.01,01.43,01.77,03.17,00.63,01.43,02.10,01.00,01.90
2014.11,01.24,02.69,01.67,01.05,01.78,02.78,00.73,01.23,01.84,00.62,01.77
2014.12,01.39,03.34,01.71,01.03,01.65,02.78,00.59,01.12,01.81,00.81,01.86
2014.13,01.31,03.57,01.75,00.94,01.69,02.69,00.40,01.02,01.51,00.68,01.82
2014.14,01.60,03.50,01.78,00.91,01.64,02.60,00.50,01.07,01.53,00.89,01.83
2014.15,01.84,03.25,01.68,00.81,01.57,02.67,00.40,01.00,01.51,00.73,01.75
2014.16,01.56,02.53,01.34,00.80,01.44,02.47,00.36,00.88,01.59,00.89,01.52
2014.17,01.40,01.97,01.28,00.78,01.47,02.32,00.39,01.04,01.42,00.92,01.40
2014.18,01.04,01.68,01.26,00.72,01.40,02.01,00.31,00.88,01.46,00.65,01.26
2014.19,01.04,01.71,01.25,00.73,01.55,02.03,00.32,01.19,01.47,00.87,01.32
2014.20,00.90,01.60,01.21,00.64,01.36,02.16,00.27,01.11,01.52,00.88,01.28
2014.21,00.68,01.56,01.22,00.79,01.43,02.20,00.25,01.15,01.54,00.61,01.29
2014.22,00.66,01.57,01.18,00.69,01.20,02.16,00.31,01.08,01.47,00.37,01.23
2014.23,00.73,01.54,01.09,00.70,01.19,01.93,00.16,00.27,01.38,00.40,01.15
2014.24,00.61,01.42,00.99,00.63,01.13,01.72,00.15,00.83,01.34,00.36,01.07
2014.25,00.59,01.61,00.99,00.61,01.09,01.51,00.20,00.35,01.17,00.39,01.07
2014.26,00.64,01.50,00.87,00.60,00.92,01.65,00.11,00.74,01.15,00.27,01.01
2014.27,00.73,01.36,01.00,00.57,00.81,01.51,00.16,00.78,01.17,00.29,00.99
2014.28,00.48,01.31,00.84,00.47,00.73,01.45,00.15,00.61,01.00,00.33,00.88
2014.29,00.51,01.28,00.78,00.49,00.65,01.40,00.16,00.54,01.03,00.31,00.86
2014.30,00.53,01.13,00.74,00.53,00.63,01.22,00.16,00.78,00.91,00.18,00.81
2014.31,00.48,01.26,00.76,00.44,00.65,01.37,00.17,00.58,00.84,00.42,00.82
2014.32,00.48,01.16,00.66,00.53,00.70,01.21,00.17,00.61,00.75,00.22,00.78
2014.33,00.54,01.13,00.79,00.58,00.70,01.24,00.28,00.71,00.78,00.18,00.85
2014.34,00.50,01.10,00.78,00.67,00.75,01.32,00.15,00.70,00.81,00.26,00.83
2014.35,00.47,01.17,00.89,00.69,00.68,01.52,00.21,00.75,01.00,00.15,00.91
2014.36,00.54,01.19,00.98,00.74,00.93,01.72,00.35,00.42,01.12,00.22,01.05
2014.37,00.52,01.33,01.29,00.74,01.30,01.80,00.32,01.08,01.26,00.27,01.17
2014.38,00.60,01.63,01.40,00.80,01.34,01.90,00.35,00.93,01.34,00.59,01.28
2014.39,00.64,01.79,01.41,01.01,01.14,01.81,00.28,00.92,01.32,00.37,01.30
2014.40,00.68,01.65,01.32,00.91,01.01,01.65,00.44,00.81,01.50,00.55,01.21
2014.41,00.75,01.61,01.56,01.16,01.04,01.85,00.54,00.87,01.55,01.00,01.32
2014.42,00.78,01.95,01.54,01.04,01.14,02.20,00.56,00.90,01.48,00.84,01.41
2014.43,00.63,01.95,01.50,01.22,01.19,02.19,00.56,01.06,01.42,00.80,01.43
2014.44,00.81,01.84,01.55,01.22,01.27,02.21,00.47,00.99,01.47,00.94,01.44
2014.45,00.94,02.07,01.54,01.51,01.42,02.54,00.50,01.05,01.71,01.16,01.62
2014.46,00.88,01.95,01.57,01.74,01.52,02.61,00.58,01.20,01.73,01.13,01.66
2014.47,00.81,02.18,01.79,02.30,01.82,03.68,00.65,01.25,01.85,01.29,02.01
2014.48,01.01,02.45,02.23,03.09,02.60,04.81,01.01,01.67,02.18,01.33,02.62
2014.49,00.98,02.34,02.29,03.16,03.12,04.65,00.97,01.73,01.95,01.53,02.61
2014.50,01.16,02.56,03.10,04.50,04.43,06.05,02.07,02.33,02.15,01.79,03.42
2014.51,01.25,02.89,04.99,06.44,05.21,07.90,02.52,02.96,02.48,02.56,04.47
2014.52,01.99,03.87,09.00,08.18,06.12,07.36,03.29,04.45,03.78,03.69,06.11
2014.53,01.96,03.81,08.12,05.32,04.57,07.30,03.01,04.52,04.37,04.46,05.31
2015.01,01.91,03.36,05.89,03.68,03.09,05.71,04.73,03.45,03.87,03.33,04.08
2015.02,02.56,03.61,04.73,03.21,02.48,06.58,04.01,03.57,04.29,03.73,03.94
2015.03,03.78,03.92,04.56,03.66,02.20,06.21,04.96,03.51,04.85,03.68,04.15
2015.04,03.47,03.77,04.34,03.53,01.99,05.36,04.92,03.11,04.63,03.18,03.88
2015.05,03.20,03.61,03.37,03.11,01.99,05.04,03.85,02.92,04.05,02.46,03.46
2015.06,02.79,03.31,02.80,02.88,02.00,04.53,03.08,02.41,03.63,02.14,03.06
2015.07,02.32,02.65,02.54,03.18,01.99,04.16,02.75,02.19,03.15,01.53,02.83
2015.08,01.67,02.24,01.76,02.75,01.84,03.69,02.71,01.84,02.79,01.44,02.36
2015.09,01.61,01.99,01.82,02.67,02.04,03.63,02.72,01.92,02.58,01.41,02.33
2015.10,01.54,01.94,01.58,02.23,02.08,03.70,02.95,01.66,02.62,01.44,02.21
2015.11,01.40,02.07,01.59,01.78,02.21,03.26,02.38,01.66,02.33,01.47,02.08
2015.12,01.39,02.13,01.81,01.62,02.26,02.94,02.05,01.48,02.02,01.15,02.01
2015.13,01.45,02.02,01.80,01.45,02.18,02.77,01.93,01.57,02.11,01.15,01.94
2015.14,01.30,01.83,01.74,01.29,01.98,02.32,01.58,01.38,01.94,00.84,01.75
2015.15,01.21,01.55,01.45,01.05,01.62,02.09,01.24,01.19,01.77,01.00,01.50
2015.16,01.18,01.61,01.42,01.04,01.42,01.74,01.17,01.40,01.69,01.12,01.43
2015.17,00.88,01.58,01.51,00.99,01.42,02.03,01.25,01.17,01.76,01.32,01.46
2015.18,00.86,01.66,01.41,01.00,01.27,01.98,00.88,01.20,01.79,00.76,01.43
2015.19,00.64,01.57,01.29,01.09,01.20,01.91,00.94,00.91,01.72,00.82,01.35
2015.20,00.66,01.63,01.29,00.99,01.11,01.82,00.67,00.90,01.75,01.27,01.33
2015.21,00.71,01.64,01.36,00.87,00.98,01.66,00.35,01.04,01.62,00.77,01.28
2015.22,00.61,01.44,01.12,00.74,00.97,01.56,00.33,00.88,01.56,00.56,01.14
2015.23,00.68,01.50,01.19,00.67,00.89,01.38,00.31,00.72,01.32,00.51,01.10
2015.24,00.53,01.23,01.09,00.60,00.75,01.28,00.31,00.65,01.20,00.49,00.97
2015.25,00.55,01.40,00.99,00.64,00.90,01.23,00.47,00.77,01.03,00.63,01.00
2015.26,00.60,01.35,01.00,00.63,00.82,01.24,00.31,00.63,01.07,00.55,00.98
2015.27,00.50,01.10,00.96,00.57,00.79,01.08,00.17,00.54,00.95,00.72,00.87
2015.28,00.46,01.07,00.86,00.56,00.74,01.17,00.30,00.51,00.86,00.45,00.83
2015.29,00.44,01.02,00.81,00.54,00.73,01.11,00.26,00.73,00.75,00.37,00.80
2015.30,00.40,01.16,00.82,00.50,00.80,01.04,00.29,00.59,00.79,00.33,00.81
2015.31,00.43,01.27,00.78,00.46,00.81,00.98,00.30,00.66,00.76,00.41,00.82
2015.32,00.44,01.13,00.79,00.64,00.77,00.98,00.15,00.61,00.85,00.26,00.82
2015.33,00.43,01.05,00.77,00.73,00.71,01.21,00.29,00.46,01.03,00.29,00.85
2015.34,00.46,01.02,00.81,00.79,00.78,01.22,00.26,00.65,01.12,00.14,00.89
2015.35,00.43,01.03,01.02,00.92,00.75,01.45,00.21,00.66,01.09,00.46,00.96
2015.36,00.49,01.02,01.08,00.94,00.84,01.74,00.32,00.64,00.92,00.74,01.02
2015.37,00.49,01.20,01.06,00.91,00.96,01.72,00.62,00.57,01.18,00.51,01.08
2015.38,00.42,01.37,01.23,00.96,01.00,01.77,00.80,00.87,01.23,00.52,01.18
2015.39,00.36,01.33,01.21,01.07,00.97,01.83,01.10,00.78,01.04,00.54,01.17
2015.40,00.70,01.24,01.24,01.15,01.17,02.18,00.96,00.84,01.19,00.50,01.25
2015.41,00.58,01.34,01.34,01.20,01.27,02.19,00.93,00.82,01.35,00.76,01.32
2015.42,00.67,01.49,01.61,01.17,01.15,02.39,01.12,00.88,01.34,00.62,01.40
