Week,R01.all,R01.allV%,R01.65+,R01.65+V%,R02.all,R02.allV%,R02.65+,R02.65+V%,R03.all,R03.allV%,R03.65+,R03.65+V%,R04.all,R04.allV%,R04.65+,R04.65+V%,R05.all,R05.allV%,R05.65+,R05.65+V%,R06.all,R06.allV%,R06.65+,R06.65+V%,R07.all,R07.allV%,R07.65+,R07.65+V%,R08.all,R08.allV%,R08.65+,R08.65+V%,R09.all,R09.allV%,R09.65+,R09.65+V%,R10.all,R10.allV%,R10.65+,R10.65+V%,USA.all,USA.allV%,USA.65+,USA.65+V%
2015.28,1680876,54.48,1385004,57.86,2362407,52.58,2161867,55.83,3100804,53.16,2606714,56.31,6416726,49.31,5279162,53.15,4837702,51.96,3936481,55.50,3378432,47.69,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.88,905613,50.04,28408432,50.24,23776594,53.62
2015.29,1680876,54.49,1385004,57.87,2362407,52.58,2161867,55.83,3100804,53.17,2606714,56.31,6416726,49.31,5279162,53.15,4837702,51.96,3936481,55.50,3378432,47.69,2789613,51.02,1608916,50.96,1345095,54.29,908366,49.22,760862,52.66,3038358,46.27,2606183,48.92,1075845,46.89,905613,50.04,28408432,50.24,23776594,53.62
2015.31,1557180,0.12,669066,0.12,2032551,0.10,1261511,0.09,2180483,0.13,905530,0.11,3230954,0.08,328260,0.13,2054049,0.06,828722,0.05,1191641,0.06,172568,0.07,366985,0.03,0,0.00,203276,0.05,0,0.00,2924940,0.12,1582212,0.12,513351,0.12,241568,0.13,16255410,0.10,5989437,0.10
2015.32,1677947,0.34,1192242,0.30,2313262,0.27,1793742,0.26,2714467,0.35,1590411,0.33,5053359,0.29,1919041,0.34,3518960,0.21,1529443,0.22,2114213,0.20,776901,0.24,696821,0.17,189266,0.18,457840,0.18,71503,0.24,3106071,0.40,2298030,0.41,850486,0.28,359994,0.36,22503426,0.29,11720573,0.31
2015.33,1709611,0.79,1298426,0.76,2391035,0.64,1995178,0.64,3049842,0.76,1942106,0.81,5872016,0.72,3202552,0.87,4295843,0.55,2355675,0.63,2695787,0.51,1264181,0.67,1008411,0.51,487112,0.60,631521,0.51,262978,0.65,3179027,0.92,2494960,0.98,1009922,0.60,508662,0.73,25843015,0.68,15811830,0.77
2015.34,1714646,1.68,1378146,1.65,2397514,1.58,2161428,1.62,3173386,1.77,2230301,1.93,6323951,1.69,4296265,1.98,4689366,1.40,3005560,1.62,3114264,1.39,1788333,1.80,1321286,1.22,613046,1.62,744247,1.27,416808,1.61,3182522,2.11,2615842,2.26,1079017,1.43,724231,1.65,27740199,1.61,19229960,1.84
2015.35,1715903,3.07,1405041,3.11,2397514,3.27,2193708,3.39,3194536,3.39,2510357,3.64,6497204,3.23,4845260,3.69,4815381,2.85,3411656,3.22,3300967,2.80,2116114,3.51,1490950,2.33,777715,3.09,809027,2.54,474298,3.21,3185630,3.84,2678895,4.10,1104087,2.83,800697,3.22,28511199,3.11,21213741,3.52
2015.36,1717296,5.91,1406266,6.13,2397514,6.51,2195608,6.81,3202365,6.41,2614846,6.85,6544653,6.03,5206134,6.69,4875341,5.64,3720796,6.21,3411827,5.30,2474191,6.23,1592660,4.60,966241,5.74,870720,4.82,569854,5.88,3189989,6.81,2720994,7.25,1117573,5.46,875798,6.13,28919938,5.90,22750728,6.54
2015.37,1717296,9.97,1409506,10.45,2397514,10.80,2195608,11.33,3204705,10.41,2678074,11.00,6547873,9.96,5365314,10.78,4883455,9.51,3871549,10.24,3427882,8.87,2688805,9.86,1627531,8.13,1160129,9.37,906157,8.42,640186,9.82,3190412,10.72,2726369,11.32,1122115,9.24,898226,10.22,29024940,9.78,23633766,10.59
2015.38,1717296,15.26,1410585,16.17,2397514,16.00,2195608,16.84,3204705,15.46,2693537,16.34,6547984,14.86,5399212,16.06,4885962,14.52,3932001,15.57,3433016,13.28,2774541,14.47,1639254,13.32,1253476,14.88,928821,13.25,685424,15.17,3190592,15.30,2726369,16.20,1122450,13.86,924323,15.12,29067594,14.67,23995076,15.80
2015.39,1717296,22.24,1411899,23.79,2397514,22.46,2195608,23.77,3204705,22.01,2697395,23.35,6547984,20.66,5404454,22.35,4885962,21.13,3961517,22.69,3433363,18.99,2814547,20.50,1640996,20.31,1306396,22.31,937333,20.14,725347,22.39,3190592,20.47,2729683,21.71,1122574,19.69,933954,21.33,29078319,20.84,24180800,22.40
2015.40,1717296,28.30,1411899,30.37,2397514,28.38,2196432,30.12,3204705,28.32,2698474,30.13,6547984,26.01,5407248,28.16,4885962,27.19,3969201,29.26,3433564,24.42,2826695,26.36,1641511,26.87,1337881,29.20,939056,26.14,754464,28.62,3190844,24.94,2730241,26.49,1122574,25.11,937670,27.18,29081010,26.51,24270205,28.50
2015.41,1717296,34.44,1411899,37.04,2397514,33.63,2196432,35.77,3204705,33.84,2699505,36.05,6548108,30.96,5407750,33.56,4885962,32.46,3969773,35.00,3433564,29.23,2835465,31.52,1641511,32.43,1347558,35.13,939164,31.55,772748,34.22,3190844,28.98,2731901,30.81,1122574,29.91,940774,32.34,29081242,31.60,24313805,33.99
2015.42,1717296,39.07,1411899,42.02,2397514,37.57,2196432,40.00,3204705,38.06,2699505,40.57,6548108,34.72,5408067,37.65,4885962,36.64,3970272,39.50,3433720,33.03,2838649,35.61,1641825,36.87,1351181,39.86,939356,35.59,778662,38.40,3190844,32.17,2731901,34.23,1122574,33.58,941491,36.28,29081904,35.53,24328059,38.21
2015.43,1717296,42.37,1411899,45.53,2397514,40.50,2196432,43.14,3204705,41.22,2699505,43.91,6548108,37.52,5408283,40.66,4885962,39.67,3970411,42.73,3433720,35.91,2841109,38.67,1641825,39.96,1354510,43.14,939356,38.51,781335,41.47,3190844,34.73,2731901,36.95,1122574,36.27,942736,39.11,29081904,38.45,24338121,41.32
2015.44,1717296,44.91,1411899,48.22,2397514,42.91,2196432,45.70,3204705,43.77,2699505,46.60,6548108,39.80,5408670,43.10,4885962,42.08,3970411,45.29,3433720,38.21,2842439,41.13,1641825,42.31,1356733,45.63,939356,40.75,784412,43.80,3190844,36.91,2731901,39.26,1122574,38.43,943541,41.39,29081904,40.79,24345943,43.81
2015.45,1717296,47.03,1411899,50.45,2397514,44.90,2196432,47.81,3204705,45.87,2699505,48.81,6548108,41.68,5408670,45.11,4885962,44.06,3970411,47.37,3433720,40.08,2843345,43.09,1641825,44.36,1361780,47.72,939356,42.42,786580,45.50,3190844,38.68,2731901,41.12,1122574,40.10,945157,43.11,29081904,42.72,24355680,45.84
2015.46,1717296,47.98,1411899,51.42,2397514,45.83,2196432,48.79,3204705,46.83,2699505,49.80,6548108,42.54,5408670,46.02,4885962,44.98,3970411,48.32,3433720,40.91,2843670,43.96,1641825,45.21,1362421,48.59,939356,43.20,787581,46.28,3190844,39.46,2731901,41.93,1122574,40.89,945157,43.93,29081904,43.59,24357647,46.75
2015.47,1717296,49.19,1411899,52.66,2397514,46.97,2196432,49.99,3204705,48.01,2699505,51.02,6548108,43.68,5408670,47.21,4885962,46.16,3970411,49.55,3433720,42.07,2844354,45.17,1641825,46.23,1363985,49.64,939356,44.21,787581,47.32,3190844,40.49,2731901,43.00,1122574,41.90,945157,44.97,29081904,44.72,24359895,47.92
2015.48,1717296,50.18,1411899,53.67,2397514,47.93,2196432,50.99,3204705,48.98,2699505,52.02,6548108,44.64,5408908,48.22,4885962,47.12,3970411,50.53,3433720,43.03,2846098,46.15,1641825,47.08,1364504,50.49,939356,45.04,788085,48.18,3190844,41.38,2731901,43.93,1122574,42.72,945615,45.81,29081904,45.66,24363358,48.89
2015.49,1717296,51.00,1411899,54.50,2397514,48.66,2196432,51.75,3204705,49.76,2699505,52.81,6548108,45.38,5408908,48.99,4885962,47.88,3970411,51.31,3433720,43.77,2847024,46.90,1641825,47.70,1364504,51.13,939356,45.60,788465,48.76,3190844,42.06,2732494,44.63,1122574,43.34,945615,46.44,29081904,46.39,24365257,49.64
2015.50,1717296,51.35,1411899,54.84,2397514,48.99,2196432,52.08,3204705,50.09,2699505,53.15,6548108,45.68,5408908,49.30,4885962,48.20,3970411,51.63,3433720,44.08,2847024,47.22,1641825,47.97,1364504,51.40,939356,45.89,789433,49.04,3190844,42.36,2732494,44.93,1122574,43.63,945615,46.72,29081904,46.70,24366225,49.96
2015.51,1717296,51.60,1411899,55.09,2397514,49.26,2196432,52.36,3204705,50.38,2699505,53.44,6548108,45.96,5408908,49.59,4885962,48.44,3970411,51.88,3433720,44.37,2847024,47.51,1641825,48.18,1364504,51.60,939356,46.16,789756,49.30,3190844,42.61,2732494,45.20,1122574,43.89,945615,46.99,29081904,46.97,24366548,50.22
2015.52,1717296,52.00,1411899,55.48,2397514,49.60,2196432,52.70,3204705,50.74,2699505,53.81,6548108,46.31,5408908,49.95,4885962,48.79,3970411,52.23,3433720,44.73,2847809,47.88,1641825,48.45,1364942,51.86,939356,46.47,790671,49.61,3190844,42.94,2732494,45.54,1122574,44.22,945615,47.32,29081904,47.31,24368686,50.57
2016.01,1717296,52.31,1411899,55.78,2397514,49.88,2196432,52.97,3204705,51.04,2699505,54.10,6548108,46.60,5408908,50.24,4885962,49.06,3970411,52.48,3433720,45.04,2848362,48.18,1641825,48.69,1365892,52.08,939356,46.74,790671,49.89,3190844,43.23,2732494,45.82,1122574,44.50,945615,47.60,29081904,47.60,24370189,50.85
2016.02,1717296,52.55,1411899,56.01,2397514,50.08,2196432,53.18,3204705,51.25,2699505,54.31,6548108,46.80,5408908,50.44,4885962,49.27,3970411,52.69,3433720,45.27,2848362,48.41,1641825,48.85,1365892,52.24,939356,46.95,790671,50.10,3190844,43.44,2732494,46.04,1122574,44.74,945615,47.84,29081904,47.81,24370189,51.06
2016.03,1717296,52.75,1411899,56.20,2397514,50.23,2196432,53.31,3204705,51.39,2699505,54.43,6548108,46.97,5408908,50.61,4885962,49.45,3970411,52.86,3433720,45.46,2848362,48.60,1641825,48.99,1366635,52.35,939356,47.13,790671,50.27,3190844,43.63,2732494,46.22,1122574,44.96,945615,48.05,29081904,47.98,24370932,51.23
2016.04,1717296,52.89,1411899,56.33,2397514,50.35,2196432,53.43,3204705,51.53,2699505,54.57,6548108,47.11,5408908,50.75,4885962,49.58,3970411,52.99,3433720,45.61,2848362,48.74,1641825,49.09,1366635,52.44,939356,47.26,790671,50.40,3190844,43.78,2732494,46.37,1122574,45.12,945615,48.21,29081904,48.12,24370932,51.36
2016.05,1717296,52.99,1411899,56.42,2397514,50.45,2196432,53.52,3204705,51.63,2699505,54.67,6548108,47.22,5408908,50.85,4885962,49.69,3970818,53.08,3433720,45.72,2848362,48.85,1641825,49.18,1366635,52.53,939356,47.37,790671,50.51,3190844,43.90,2732494,46.49,1122574,45.25,945615,48.33,29081904,48.23,24371339,51.46
2016.06,1717296,53.07,1411899,56.49,2397514,50.53,2196432,53.59,3204705,51.71,2699505,54.74,6548108,47.30,5408908,50.93,4885962,49.78,3970818,53.16,3433720,45.81,2848362,48.94,1641825,49.25,1366635,52.59,939356,47.45,790671,50.58,3190844,43.99,2732494,46.58,1122574,45.35,945615,48.43,29081904,48.31,24371339,51.54
2016.07,1717296,53.15,1411899,56.56,2397514,50.60,2196432,53.66,3204705,51.78,2699505,54.81,6548108,47.38,5408908,51.00,4885962,49.85,3970818,53.22,3433720,45.89,2848362,49.02,1641825,49.31,1366635,52.64,939356,47.53,790671,50.66,3190844,44.09,2732494,46.68,1122574,45.45,945615,48.52,29081904,48.39,24371339,51.62
2016.08,1717296,53.20,1411899,56.61,2397514,50.66,2196432,53.71,3204705,51.83,2699505,54.85,6548108,47.44,5408908,51.06,4885962,49.91,3970818,53.27,3433720,45.97,2848362,49.08,1641825,49.35,1366635,52.68,939356,47.59,790671,50.72,3190844,44.17,2732494,46.76,1122574,45.53,945615,48.60,29081904,48.45,24371339,51.67
2016.09,1717296,53.24,1411899,56.65,2397514,50.70,2196432,53.75,3204705,51.87,2699505,54.89,6548108,47.48,5408908,51.10,4885962,49.96,3970818,53.32,3433720,46.02,2849138,49.13,1641825,49.39,1366635,52.71,939356,47.64,790671,50.76,3190844,44.23,2732494,46.81,1122574,45.60,945615,48.65,29081904,48.50,24372115,51.71
2016.10,1717296,53.28,1411899,56.67,2397514,50.73,2196432,53.78,3204705,51.91,2699505,54.92,6548108,47.52,5408908,51.13,4885962,49.99,3970818,53.35,3433720,46.06,2849138,49.16,1641825,49.42,1366635,52.74,939356,47.68,790671,50.80,3190844,44.27,2732494,46.86,1122574,45.65,945615,48.70,29081904,48.53,24372115,51.75
2016.11,1717296,53.30,1411899,56.69,2397514,50.76,2196432,53.80,3204705,51.93,2699505,54.94,6548108,47.54,5408908,51.15,4885962,50.02,3970818,53.37,3433720,46.09,2849138,49.19,1641825,49.44,1366635,52.76,939356,47.71,790671,50.83,3190844,44.30,2732494,46.89,1122574,45.69,945615,48.73,29081904,48.56,24372115,51.77
2016.12,1717296,53.32,1411899,56.71,2397514,50.78,2196432,53.82,3204705,51.95,2699505,54.95,6548108,47.56,5408908,51.17,4885962,50.04,3970818,53.39,3433720,46.12,2849138,49.22,1641825,49.46,1366635,52.77,939356,47.74,790671,50.85,3190844,44.33,2732494,46.91,1122574,45.71,945615,48.76,29081904,48.58,24372115,51.79
2016.13,1717296,53.34,1411899,56.72,2397514,50.79,2196432,53.82,3204705,51.96,2699505,54.96,6548108,47.57,5408908,51.18,4885962,50.05,3970818,53.40,3433720,46.13,2849138,49.23,1641825,49.46,1366635,52.78,939356,47.76,790671,50.87,3190844,44.34,2732494,46.92,1122574,45.73,945615,48.77,29081904,48.59,24372115,51.80
2016.14,1717296,53.35,1411899,56.73,2397514,50.80,2196432,53.83,3204705,51.96,2699505,54.97,6548108,47.58,5408908,51.18,4885962,50.06,3970818,53.40,3433720,46.14,2849138,49.24,1641825,49.47,1366635,52.78,939356,47.77,790671,50.88,3190844,44.35,2732494,46.93,1122574,45.75,945615,48.79,29081904,48.60,24372115,51.81
2016.15,1717296,53.35,1411899,56.74,2397514,50.81,2196432,53.84,3204705,51.97,2699505,54.97,6548108,47.58,5408908,51.19,4885962,50.06,3970818,53.41,3433720,46.15,2849138,49.25,1641825,49.48,1367058,52.79,939356,47.78,790671,50.89,3190844,44.36,2732494,46.94,1122574,45.76,945615,48.80,29081904,48.61,24372538,51.81
2016.16,1717296,53.36,1411899,56.74,2397514,50.81,2196432,53.85,3204705,51.97,2699505,54.98,6548108,47.59,5408908,51.19,4885962,50.07,3970818,53.41,3433720,46.15,2849138,49.25,1641825,49.48,1367058,52.79,939356,47.79,790671,50.90,3190844,44.37,2732494,46.94,1122574,45.77,945615,48.80,29081904,48.61,24372538,51.82
2016.17,1717296,53.36,1411899,56.74,2397514,50.82,2196432,53.85,3204705,51.98,2699505,54.98,6548108,47.59,5408908,51.19,4885962,50.07,3970818,53.42,3433720,46.16,2849138,49.26,1641825,49.48,1367058,52.79,939356,47.80,790671,50.90,3190844,44.37,2732494,46.95,1122574,45.77,945615,48.81,29081904,48.62,24372538,51.82
2016.18,1717296,53.36,1411899,56.75,2397514,50.82,2196432,53.85,3204705,51.98,2699505,54.98,6548108,47.59,5408908,51.19,4885962,50.07,3970818,53.42,3433720,46.16,2849138,49.26,1641825,49.48,1367058,52.79,939356,47.80,790671,50.90,3190844,44.37,2732494,46.95,1122574,45.77,945615,48.81,29081904,48.62,24372538,51.82
2016.19,1717296,53.37,1411899,56.75,2397514,50.82,2196432,53.86,3204705,51.98,2699505,54.98,6548108,47.59,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.16,2849138,49.26,1641825,49.49,1367058,52.79,939356,47.80,790671,50.91,3190844,44.38,2732494,46.95,1122574,45.78,945615,48.81,29081904,48.62,24372538,51.82
2016.20,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.98,2699505,54.98,6548108,47.59,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.16,2849138,49.26,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.95,1122574,45.78,945615,48.81,29081904,48.62,24372538,51.83
2016.21,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.98,2699505,54.98,6548108,47.59,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.17,2849138,49.26,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.95,1122574,45.78,945615,48.82,29081904,48.62,24372538,51.83
2016.22,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.98,2699505,54.99,6548108,47.59,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.17,2849138,49.26,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.78,945615,48.82,29081904,48.63,24372538,51.83
2016.23,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.98,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.17,2849138,49.26,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.78,945615,48.82,29081904,48.63,24372538,51.83
2016.24,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.98,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.42,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.78,945615,48.82,29081904,48.63,24372538,51.83
2016.25,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.86,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.78,945615,48.82,29081904,48.63,24372538,51.83
2016.26,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.87,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.78,945615,48.82,29081904,48.63,24372538,51.83
2016.27,1717296,53.37,1411899,56.75,2397514,50.83,2196432,53.87,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.79,945615,48.82,29081904,48.63,24372538,51.83
2016.28,1717296,53.37,1411899,56.76,2397514,50.84,2196432,53.87,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.79,945615,48.82,29081904,48.63,24372538,51.83
2016.29,1717296,53.37,1411899,56.76,2397514,50.84,2196432,53.87,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.79,945615,48.82,29081904,48.63,24372538,51.83
2016.30,1717296,53.37,1411899,56.76,2397514,50.84,2196432,53.87,3204705,51.99,2699505,54.99,6548108,47.60,5408908,51.20,4885962,50.08,3970818,53.43,3433720,46.17,2849138,49.27,1641825,49.49,1367058,52.80,939356,47.81,790671,50.91,3190844,44.38,2732494,46.96,1122574,45.79,945615,48.82,29081904,48.63,24372538,51.83
2016.31,1481141,0.12,889865,0.10,2007532,0.08,1119783,0.09,2314654,0.12,1198871,0.11,3833974,0.10,725416,0.13,2400070,0.07,927364,0.07,1487776,0.10,568535,0.11,280746,0.05,0,0.00,281295,0.08,0,0.00,3152073,0.15,1917344,0.16,527102,0.10,229839,0.09,17766363,0.11,7577017,0.11
2016.32,1728156,0.40,1213592,0.37,2295544,0.31,1769419,0.32,2833539,0.41,1771270,0.40,5432205,0.38,2655031,0.44,4140241,0.32,1920700,0.35,2492075,0.34,895210,0.44,896955,0.23,329447,0.26,517945,0.28,204886,0.31,3335097,0.51,2438225,0.54,822792,0.25,356091,0.32,24494549,0.37,13553871,0.41
2016.33,1749737,0.91,1342677,0.87,2385710,0.75,2020898,0.78,3183608,0.92,1995582,1.01,6221138,0.95,3747464,1.15,4664676,0.76,2656697,0.88,3072746,0.79,1474214,1.07,1240617,0.58,507997,0.70,679257,0.62,279134,0.77,3357815,1.16,2662657,1.24,1053666,0.53,581252,0.64,27608970,0.86,17268572,1.00
2016.34,1756363,1.83,1399590,1.82,2395858,1.67,2146844,1.73,3272073,1.91,2342903,2.09,6559933,1.86,4589635,2.13,4960109,1.62,3248501,1.83,3322272,1.68,2015722,2.06,1458330,1.36,709550,1.68,792630,1.33,427765,1.66,3363918,2.33,2765645,2.46,1150666,1.19,758029,1.36,29032152,1.77,20404184,2.00
2016.35,1756363,3.57,1429091,3.64,2395858,3.56,2192874,3.70,3301362,3.68,2579221,3.93,6671836,3.53,5126201,3.89,5054889,3.22,3751354,3.50,3466740,3.19,2420830,3.69,1588327,2.75,937124,3.33,875095,2.64,528110,3.21,3370571,4.27,2851455,4.45,1179563,2.72,860678,3.05,29660604,3.44,22676938,3.77
2016.36,1757847,6.60,1433061,6.86,2395858,6.87,2201273,7.20,3303510,6.75,2705747,7.12,6691647,6.27,5378413,6.85,5084566,6.11,3967589,6.57,3534191,5.79,2659943,6.53,1658306,5.22,1096728,6.16,940185,5.01,633520,5.96,3370828,7.25,2859310,7.64,1198007,5.27,942642,5.82,29934945,6.28,23878226,6.83
2016.37,1757847,10.34,1436494,10.86,2395858,10.91,2201273,11.50,3305642,10.51,2755694,11.09,6694972,9.66,5473870,10.51,5089106,9.71,4053198,10.42,3545449,8.98,2803051,9.94,1680038,8.45,1195785,9.73,970003,8.09,680639,9.47,3370828,10.71,2874274,11.31,1198567,8.88,957899,9.76,30008310,9.79,24432177,10.60
2016.38,1757847,15.10,1437750,15.97,2395858,15.69,2201273,16.60,3305642,14.97,2776695,15.82,6695082,13.74,5503791,14.95,5091718,14.08,4100755,15.10,3548129,12.93,2853255,14.18,1689283,12.73,1281751,14.23,981299,12.21,723601,13.96,3371019,14.49,2880164,15.34,1199078,13.13,973860,14.31,30034955,14.03,24732895,15.14
2016.39,1757847,21.05,1437750,22.45,2395858,21.14,2201273,22.42,3305642,20.70,2781019,21.97,6695082,18.43,5516218,20.00,5091718,19.69,4119632,21.15,3550848,18.05,2903283,19.54,1692191,18.63,1343840,20.38,989164,18.21,763507,20.19,3371271,19.05,2880164,20.21,1199158,18.55,993955,20.05,30048779,19.30,24940641,20.76
2016.40,1757847,26.34,1438894,28.19,2395858,26.21,2202095,27.85,3305642,26.24,2782091,27.91,6695082,23.02,5520010,24.99,5091718,25.09,4127937,26.97,3551041,22.91,2918011,24.75,1692607,24.66,1370251,26.80,991040,24.00,790950,26.24,3371466,23.21,2880164,24.66,1199158,23.31,1002647,25.19,30051459,24.32,25033050,26.16
2016.41,1757847,31.61,1438894,33.92,2395858,30.85,2202095,32.85,3305642,31.18,2782091,33.22,6695082,27.61,5522642,29.98,5091718,29.97,4130944,32.27,3551041,27.25,2926721,29.41,1692750,29.99,1388619,32.42,991508,29.23,806591,31.78,3371466,26.92,2882118,28.64,1199158,27.75,1003552,30.00,30052070,28.97,25084267,31.17
2016.42,1757847,35.97,1440305,38.65,2395858,34.70,2202095,37.02,3305642,35.49,2782091,37.84,6695082,31.62,5522813,34.36,5091718,34.15,4133287,36.80,3551041,31.02,2929673,33.50,1692750,34.27,1394991,37.02,991508,33.36,811107,36.23,3371466,30.09,2882740,32.04,1199158,31.37,1004531,33.91,30052070,32.93,25103633,35.45
2016.43,1757847,39.33,1440305,42.28,2395858,37.79,2202095,40.34,3305642,38.73,2782091,41.29,6695213,34.58,5523442,37.58,5091718,37.23,4133287,40.12,3551041,33.79,2932590,36.46,1692750,37.32,1399130,40.26,991508,36.31,820203,39.26,3371466,32.57,2882740,34.69,1199158,34.11,1006898,36.82,30052201,35.89,25122781,38.63
2016.44,1757847,42.04,1440305,45.16,2395858,40.24,2202095,42.96,3305642,41.29,2782091,44.01,6695213,37.00,5523442,40.19,5091718,39.69,4133287,42.75,3551041,36.05,2933902,38.88,1692750,39.69,1401770,42.76,991508,38.58,824707,41.63,3371466,34.57,2882740,36.83,1199158,36.24,1007752,39.07,30052201,38.27,25132091,41.17
2016.45,1757847,44.30,1440305,47.56,2395858,42.31,2202095,45.18,3305642,43.52,2782091,46.37,6695213,39.06,5523442,42.41,5091718,41.78,4133287,44.98,3551041,37.93,2936375,40.88,1692750,41.56,1403715,44.71,991508,40.35,826138,43.51,3371466,36.28,2882740,38.65,1199158,38.05,1007752,41.00,30052201,40.27,25137940,43.31
2016.46,1757847,45.34,1440305,48.65,2395858,43.28,2202095,46.21,3305642,44.54,2782091,47.44,6695213,40.00,5523442,43.41,5091718,42.77,4133287,46.01,3551041,38.77,2937248,41.76,1692750,42.45,1403715,45.64,991559,41.23,827962,44.39,3371466,37.09,2882740,39.50,1199158,38.91,1007752,41.90,30052252,41.21,25140637,44.28
2016.47,1757847,46.69,1440305,50.07,2395858,44.48,2202095,47.47,3305642,45.82,2782091,48.78,6695213,41.24,5523442,44.74,5091718,44.04,4133287,47.35,3551041,39.96,2938197,43.02,1692750,43.60,1406293,46.80,991559,42.30,829338,45.52,3371466,38.16,2882740,40.63,1199158,39.98,1007752,43.02,30052252,42.42,25145540,45.56
2016.48,1757847,47.77,1440305,51.19,2395858,45.45,2202095,48.50,3305642,46.83,2782091,49.82,6695213,42.24,5523442,45.80,5091718,45.06,4133287,48.42,3551041,40.92,2938850,44.02,1692750,44.46,1408040,47.66,991559,43.12,829844,46.35,3371466,39.06,2882740,41.57,1199158,40.76,1007752,43.82,30052252,43.38,25148446,46.57
2016.49,1757847,48.59,1440305,52.04,2395858,46.19,2202095,49.28,3305642,47.64,2782091,50.66,6695213,43.07,5523442,46.67,5091718,45.81,4133287,49.19,3551041,41.73,2939153,44.87,1692750,45.14,1408040,48.37,991559,43.78,829844,47.04,3371466,39.76,2882740,42.31,1199158,41.36,1007752,44.44,30052252,44.15,25148749,47.37
2016.50,1757847,49.15,1440305,52.61,2395858,46.69,2202095,49.79,3305642,48.18,2782091,51.22,6695213,43.59,5523442,47.22,5091718,46.32,4133287,49.72,3551041,42.22,2939596,45.38,1692750,45.58,1408040,48.81,991559,44.20,829844,47.47,3371466,40.21,2882740,42.77,1199158,41.79,1007752,44.88,30052252,44.65,25149192,47.89
2016.51,1757847,49.44,1440305,52.90,2395858,46.97,2202095,50.09,3305642,48.46,2782091,51.51,6695213,43.90,5523442,47.54,5091718,46.62,4133287,50.02,3551041,42.52,2940097,45.68,1692750,45.82,1408040,49.06,991559,44.44,830911,47.68,3371466,40.45,2882740,43.02,1199158,42.10,1007752,45.20,30052252,44.94,25150760,48.18
2016.52,1757847,49.79,1440305,53.25,2395858,47.30,2202095,50.43,3305642,48.81,2782091,51.87,6695213,44.23,5523442,47.89,5091718,46.92,4133287,50.32,3551041,42.84,2940097,46.01,1692750,46.10,1408040,49.34,991559,44.68,830911,47.93,3371466,40.72,2882740,43.31,1199158,42.69,1007752,45.83,30052252,45.26,25150760,48.51
2017.01,1757847,50.15,1440305,53.63,2395858,47.61,2202095,50.76,3305642,49.15,2782091,52.21,6695213,44.57,5523442,48.25,5091718,47.24,4133287,50.66,3551041,43.18,2940097,46.37,1692750,46.40,1408040,49.65,991559,44.99,830911,48.25,3371466,41.06,2882740,43.66,1199158,43.24,1007752,46.40,30052252,45.60,25150760,48.87
