Week,C01.all,C01.allV%,C01.65+,C01.65+V%,C02.all,C02.allV%,C02.65+,C02.65+V%,C03.all,C03.allV%,C03.65+,C03.65+V%,C04.all,C04.allV%,C04.65+,C04.65+V%,C05.all,C05.allV%,C05.65+,C05.65+V%,C06.all,C06.allV%,C06.65+,C06.65+V%,C07.all,C07.allV%,C07.65+,C07.65+V%,C08.all,C08.allV%,C08.65+,C08.65+V%,C09.all,C09.allV%,C09.65+,C09.65+V%,C10.all,C10.allV%,C10.65+,C10.65+V%,C11.all,C11.allV%,C11.65+,C11.65+V%,C12.all,C12.allV%,C12.65+,C12.65+V%,C13.all,C13.allV%,C13.65+,C13.65+V%,C14.all,C14.allV%,C14.65+,C14.65+V%,C15.all,C15.allV%,C15.65+,C15.65+V%,C16.all,C16.allV%,C16.65+,C16.65+V%,C17.all,C17.allV%,C17.65+,C17.65+V%,C18.all,C18.allV%,C18.65+,C18.65+V%,C19.all,C19.allV%,C19.65+,C19.65+V%,C20.all,C20.allV%,C20.65+,C20.65+V%,C21.all,C21.allV%,C21.65+,C21.65+V%,NJ.all,NJ.allV%,NJ.65+,NJ.65+V%
2014.11,33533,53.62,28536,56.24,102142,56.72,93936,58.41,48053,56.13,41638,58.70,51745,52.38,42507,55.52,17883,53.79,15739,56.14,18098,47.33,14421,50.88,60300,46.92,51605,49.70,27581,47.33,23048,49.57,41114,39.71,34535,41.33,15008,57.04,13716,58.31,38603,54.00,32668,57.01,74816,56.32,65923,58.72,73428,55.59,65435,58.04,54080,59.44,49710,61.25,94303,58.44,85013,60.99,44334,50.41,38644,52.83,9336,50.64,7774,53.31,30314,58.74,27714,60.77,16859,54.77,14635,57.26,49072,51.96,43228,54.21,14492,57.65,12750,60.44,915094,53.92,803175,56.40
2014.12,33533,53.64,28536,56.26,102142,56.74,93936,58.43,48053,56.13,41638,58.71,51745,52.39,42507,55.53,17883,53.79,15739,56.14,18098,47.36,14421,50.89,60300,46.93,51605,49.71,27581,47.34,23048,49.57,41114,39.73,34535,41.35,15008,57.06,13716,58.32,38603,54.01,32668,57.02,74816,56.33,65923,58.73,73428,55.61,65435,58.06,54080,59.45,49710,61.26,94303,58.45,85013,61.00,44334,50.42,38644,52.84,9336,50.64,7774,53.31,30314,58.76,27714,60.79,16859,54.78,14635,57.27,49072,51.98,43228,54.23,14492,57.69,12750,60.48,915094,53.94,803175,56.42
2014.13,33533,53.65,28536,56.27,102142,56.75,93936,58.44,48053,56.14,41638,58.71,51745,52.40,42507,55.54,17883,53.79,15739,56.14,18098,47.37,14421,50.90,60300,46.93,51605,49.71,27581,47.34,23048,49.57,41114,39.75,34535,41.36,15008,57.06,13716,58.32,38603,54.01,32668,57.02,74816,56.34,65923,58.74,73428,55.64,65435,58.08,54080,59.45,49710,61.27,94303,58.46,85013,61.01,44334,50.43,38644,52.85,9336,50.65,7774,53.31,30314,58.76,27714,60.79,16859,54.78,14635,57.27,49072,52.01,43228,54.25,14492,57.71,12750,60.50,915094,53.95,803175,56.42
2014.14,33533,53.65,28536,56.27,102142,56.76,93936,58.45,48053,56.14,41638,58.71,51745,52.42,42507,55.56,17883,53.80,15739,56.15,18098,47.39,14421,50.92,60300,46.94,51605,49.71,27581,47.34,23048,49.57,41114,39.75,34535,41.36,15008,57.06,13716,58.32,38603,54.02,32668,57.03,74816,56.34,65923,58.74,73428,55.64,65435,58.09,54080,59.46,49710,61.28,94303,58.47,85013,61.02,44334,50.44,38644,52.85,9336,50.65,7774,53.31,30314,58.78,27714,60.81,16859,54.80,14635,57.27,49072,52.01,43228,54.26,14492,57.71,12750,60.51,915094,53.95,803175,56.43
2014.15,33533,53.65,28536,56.27,102142,56.76,93936,58.45,48053,56.14,41638,58.71,51745,52.42,42507,55.56,17883,53.80,15739,56.15,18098,47.39,14421,50.92,60300,46.94,51605,49.72,27581,47.34,23048,49.58,41114,39.75,34535,41.36,15008,57.06,13716,58.32,38603,54.02,32668,57.03,74816,56.34,65923,58.74,73428,55.64,65435,58.09,54080,59.47,49710,61.28,94303,58.47,85013,61.02,44334,50.44,38644,52.86,9336,50.65,7774,53.31,30314,58.79,27714,60.82,16859,54.80,14635,57.28,49072,52.02,43228,54.27,14492,57.72,12750,60.52,915094,53.95,803175,56.43
2014.16,33533,53.65,28536,56.27,102142,56.77,93936,58.45,48053,56.15,41638,58.72,51745,52.42,42507,55.56,17883,53.81,15739,56.16,18098,47.39,14421,50.93,60300,46.94,51605,49.72,27581,47.34,23048,49.58,41114,39.76,34535,41.37,15008,57.06,13716,58.32,38603,54.03,32668,57.04,74816,56.35,65923,58.75,73428,55.65,65435,58.10,54080,59.48,49710,61.29,94303,58.47,85013,61.02,44334,50.44,38644,52.86,9336,50.65,7774,53.31,30314,58.80,27714,60.83,16859,54.80,14635,57.28,49072,52.03,43228,54.27,14492,57.73,12750,60.52,915094,53.96,803175,56.44
2014.17,33533,53.65,28536,56.27,102142,56.77,93936,58.45,48053,56.15,41638,58.72,51745,52.43,42507,55.56,17883,53.81,15739,56.16,18098,47.39,14421,50.93,60300,46.94,51605,49.72,27581,47.34,23048,49.58,41114,39.76,34535,41.37,15008,57.06,13716,58.32,38603,54.04,32668,57.04,74816,56.35,65923,58.75,73428,55.65,65435,58.10,54080,59.49,49710,61.30,94303,58.48,85013,61.02,44334,50.45,38644,52.86,9336,50.65,7774,53.31,30314,58.80,27714,60.84,16859,54.80,14635,57.28,49072,52.04,43228,54.29,14492,57.73,12750,60.52,915094,53.96,803175,56.44
2014.18,33533,53.65,28536,56.27,102142,56.77,93936,58.45,48053,56.15,41638,58.72,51745,52.43,42507,55.56,17883,53.81,15739,56.16,18098,47.39,14421,50.93,60300,46.94,51605,49.72,27581,47.35,23048,49.58,41114,39.76,34535,41.37,15008,57.06,13716,58.32,38603,54.05,32668,57.04,74816,56.35,65923,58.75,73428,55.65,65435,58.10,54080,59.50,49710,61.30,94303,58.48,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.80,27714,60.84,16859,54.81,14635,57.29,49072,52.05,43228,54.29,14492,57.74,12750,60.53,915094,53.97,803175,56.44
2014.19,33533,53.65,28536,56.27,102142,56.77,93936,58.46,48053,56.15,41638,58.72,51745,52.44,42507,55.57,17883,53.81,15739,56.16,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.05,32668,57.05,74816,56.35,65923,58.75,73428,55.65,65435,58.10,54080,59.50,49710,61.31,94303,58.48,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.81,27714,60.84,16859,54.81,14635,57.29,49072,52.05,43228,54.30,14492,57.74,12750,60.53,915094,53.97,803175,56.45
2014.20,33533,53.65,28536,56.27,102142,56.77,93936,58.46,48053,56.15,41638,58.72,51745,52.44,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.06,32668,57.05,74816,56.36,65923,58.75,73428,55.66,65435,58.10,54080,59.51,49710,61.32,94303,58.48,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.82,27714,60.85,16859,54.81,14635,57.29,49072,52.06,43228,54.31,14492,57.74,12750,60.53,915094,53.97,803175,56.45
2014.21,33533,53.66,28536,56.27,102142,56.77,93936,58.46,48053,56.15,41638,58.72,51745,52.44,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.06,32668,57.05,74816,56.36,65923,58.75,73428,55.66,65435,58.10,54080,59.51,49710,61.32,94303,58.48,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.82,27714,60.85,16859,54.81,14635,57.29,49072,52.07,43228,54.31,14492,57.74,12750,60.53,915094,53.97,803175,56.45
2014.22,33533,53.66,28536,56.27,102142,56.77,93936,58.46,48053,56.15,41638,58.73,51745,52.44,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.06,32668,57.06,74816,56.36,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.32,94303,58.49,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.82,27714,60.85,16859,54.82,14635,57.30,49072,52.08,43228,54.32,14492,57.74,12750,60.53,915094,53.98,803175,56.45
2014.23,33533,53.66,28536,56.27,102142,56.77,93936,58.46,48053,56.16,41638,58.73,51745,52.44,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.07,32668,57.06,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.83,27714,60.86,16859,54.82,14635,57.30,49072,52.08,43228,54.33,14492,57.74,12750,60.53,915094,53.98,803175,56.45
2014.24,33533,53.66,28536,56.27,102142,56.77,93936,58.46,48053,56.16,41638,58.73,51745,52.44,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.07,32668,57.07,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.03,44334,50.46,38644,52.87,9336,50.65,7774,53.31,30314,58.84,27714,60.87,16859,54.82,14635,57.30,49072,52.08,43228,54.33,14492,57.74,12750,60.53,915094,53.98,803175,56.45
2014.25,33533,53.66,28536,56.27,102142,56.78,93936,58.46,48053,56.16,41638,58.73,51745,52.45,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.08,32668,57.07,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.03,44334,50.47,38644,52.88,9336,50.65,7774,53.31,30314,58.84,27714,60.87,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.75,12750,60.54,915094,53.98,803175,56.45
2014.26,33533,53.66,28536,56.27,102142,56.78,93936,58.46,48053,56.16,41638,58.73,51745,52.45,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.72,27581,47.35,23048,49.58,41114,39.77,34535,41.38,15008,57.06,13716,58.33,38603,54.08,32668,57.07,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.03,44334,50.47,38644,52.88,9336,50.65,7774,53.31,30314,58.84,27714,60.88,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.75,12750,60.54,915094,53.98,803175,56.45
2014.27,33533,53.66,28536,56.27,102142,56.78,93936,58.46,48053,56.17,41638,58.74,51745,52.45,42507,55.57,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.73,27581,47.36,23048,49.59,41114,39.77,34535,41.39,15008,57.06,13716,58.33,38603,54.08,32668,57.07,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.04,44334,50.47,38644,52.89,9336,50.65,7774,53.31,30314,58.85,27714,60.88,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.75,12750,60.54,915094,53.98,803175,56.46
2014.28,33533,53.66,28536,56.27,102142,56.78,93936,58.46,48053,56.18,41638,58.75,51745,52.47,42507,55.58,17883,53.82,15739,56.17,18098,47.40,14421,50.93,60300,46.95,51605,49.73,27581,47.36,23048,49.59,41114,39.78,34535,41.39,15008,57.06,13716,58.33,38603,54.08,32668,57.07,74816,56.37,65923,58.76,73428,55.66,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.04,44334,50.47,38644,52.89,9336,50.65,7774,53.31,30314,58.85,27714,60.88,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.76,12750,60.55,915094,53.99,803175,56.46
2014.29,33533,53.66,28536,56.28,102142,56.78,93936,58.47,48053,56.18,41638,58.75,51745,52.48,42507,55.59,17883,53.83,15739,56.17,18098,47.41,14421,50.94,60300,46.95,51605,49.73,27581,47.36,23048,49.59,41114,39.78,34535,41.39,15008,57.06,13716,58.33,38603,54.09,32668,57.08,74816,56.37,65923,58.77,73428,55.67,65435,58.11,54080,59.52,49710,61.33,94303,58.49,85013,61.04,44334,50.47,38644,52.89,9336,50.66,7774,53.31,30314,58.85,27714,60.89,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.76,12750,60.55,915094,53.99,803175,56.46
2014.30,33533,53.67,28536,56.28,102142,56.79,93936,58.47,48053,56.18,41638,58.75,51745,52.49,42507,55.60,17883,53.83,15739,56.17,18098,47.43,14421,50.96,60300,46.96,51605,49.73,27581,47.37,23048,49.60,41114,39.79,34535,41.41,15008,57.06,13716,58.33,38603,54.09,32668,57.08,74816,56.38,65923,58.77,73428,55.67,65435,58.12,54080,59.53,49710,61.33,94303,58.49,85013,61.04,44334,50.47,38644,52.89,9336,50.73,7774,53.38,30314,58.86,27714,60.89,16859,54.82,14635,57.30,49072,52.09,43228,54.34,14492,57.76,12750,60.55,915094,53.99,803175,56.47
2014.31,33533,53.68,28536,56.29,102142,56.80,93936,58.48,48053,56.19,41638,58.76,51745,52.52,42507,55.61,17883,53.84,15739,56.18,18098,47.46,14421,50.97,60300,46.98,51605,49.75,27581,47.40,23048,49.63,41114,39.83,34535,41.45,15008,57.08,13716,58.34,38603,54.10,32668,57.08,74816,56.39,65923,58.79,73428,55.69,65435,58.13,54080,59.54,49710,61.35,94303,58.51,85013,61.05,44334,50.49,38644,52.90,9336,50.76,7774,53.42,30314,58.86,27714,60.89,16859,54.82,14635,57.30,49072,52.11,43228,54.36,14492,57.76,12750,60.55,915094,54.01,803175,56.48
2014.32,37367,0.35,31369,0.28,108135,0.18,99187,0.18,52757,0.18,45362,0.17,56748,0.41,46258,0.39,19428,0.08,0,0.00,19415,0.23,0,0.00,64964,0.16,55026,0.15,30355,0.46,25231,0.43,44032,0.31,36693,0.31,16560,0.24,0,0.00,41653,0.18,35048,0.18,80097,0.26,70096,0.27,79630,0.16,70593,0.16,57403,0.20,0,0.00,99432,0.20,89250,0.19,47207,0.18,40853,0.18,10010,0.43,8281,0.30,32417,0.16,0,0.00,18198,0.40,15714,0.38,52014,0.21,45507,0.21,15501,0.30,0,0.00,983323,0.23,714468,0.23
2014.33,37367,0.85,31369,0.75,108135,0.57,99187,0.56,52757,0.55,45362,0.54,56748,1.04,46258,1.01,19428,0.29,17064,0.25,19415,0.62,15370,0.66,64964,0.48,55026,0.48,30355,1.10,25231,1.04,44032,0.78,36693,0.81,16560,0.66,14843,0.66,41653,0.56,35048,0.58,80097,0.73,70096,0.74,79630,0.46,70593,0.45,57403,0.58,52660,0.57,99432,0.58,89250,0.58,47207,0.47,40853,0.47,10010,0.86,8281,0.74,32417,0.46,0,0.00,18198,0.98,15714,0.92,52014,0.68,45507,0.71,15501,0.77,13563,0.78,983323,0.64,827968,0.63
2014.34,37367,1.54,31369,1.45,108135,1.19,99187,1.20,52757,1.41,45362,1.48,56748,2.16,46258,2.18,19428,0.84,17064,0.74,19415,1.53,15370,1.66,64964,0.97,55026,0.99,30355,2.21,25231,2.24,44032,1.44,36693,1.46,16560,1.34,14843,1.39,41653,1.24,35048,1.32,80097,1.62,70096,1.66,79630,1.07,70593,1.10,57403,1.20,52660,1.21,99432,1.46,89250,1.51,47207,1.07,40853,1.10,10010,1.39,8281,1.27,32417,0.96,29544,0.98,18198,1.80,15714,1.76,52014,1.35,45507,1.38,15501,1.58,13563,1.64,983323,1.37,857512,1.39
2014.35,37367,2.70,31369,2.61,108135,2.50,99187,2.53,52757,3.33,45362,3.39,56748,4.16,46258,4.18,19428,1.82,17064,1.71,19415,2.93,15370,3.18,64964,2.11,55026,2.14,30355,3.79,25231,3.91,44032,2.52,36693,2.58,16560,2.64,14843,2.76,41653,2.76,35048,2.97,80097,3.42,70096,3.47,79630,2.24,70593,2.27,57403,2.56,52660,2.63,99432,2.86,89250,2.98,47207,2.42,40853,2.32,10010,2.56,8281,2.48,32417,2.69,29544,2.75,18198,2.85,15714,2.86,52014,2.63,45507,2.72,15501,2.81,13563,2.90,983323,2.79,857512,2.83
2014.36,37367,5.16,31369,5.14,108135,5.25,99187,5.38,52757,6.64,45362,6.92,56748,7.32,46258,7.57,19428,3.98,17064,3.89,19415,5.34,15370,5.92,64964,4.28,55026,4.43,30355,6.86,25231,7.19,44032,4.88,36693,5.05,16560,5.40,14843,5.69,41653,5.51,35048,5.91,80097,7.24,70096,7.51,79630,5.25,70593,5.38,57403,5.20,52660,5.38,99432,6.04,89250,6.37,47207,4.85,40853,4.80,10010,5.05,8281,5.23,32417,5.50,29544,5.65,18198,5.14,15714,5.29,52014,5.36,45507,5.55,15501,5.64,13563,5.96,983323,5.64,857512,5.83
2014.37,37367,8.90,31369,9.09,108135,9.94,99187,10.27,52757,10.89,45362,11.49,56748,11.81,46258,12.50,19428,7.77,17064,7.85,19415,8.96,15370,10.03,64964,7.95,55026,8.38,30355,10.88,25231,11.57,44032,8.29,36693,8.62,16560,9.45,14843,9.94,41653,9.56,35048,10.22,80097,13.60,70096,14.30,79630,9.66,70593,9.99,57403,10.81,52660,11.27,99432,11.00,89250,11.61,47207,8.77,40853,8.90,10010,9.03,8281,9.66,32417,10.26,29544,10.61,18198,9.25,15714,9.74,52014,9.69,45507,10.20,15501,9.48,13563,9.96,983323,10.14,857512,10.63
2014.38,37367,13.63,31369,14.13,108135,14.84,99187,15.35,52757,17.14,45362,18.28,56748,17.33,46258,18.48,19428,12.58,17064,12.97,19415,13.54,15370,15.10,64964,12.23,55026,12.94,30355,16.08,25231,17.11,44032,12.10,36693,12.68,16560,14.28,14843,15.00,41653,14.44,35048,15.50,80097,19.95,70096,21.09,79630,15.21,70593,15.85,57403,15.78,52660,16.45,99432,17.75,89250,18.78,47207,13.49,40853,13.86,10010,14.14,8281,15.19,32417,15.57,29544,16.12,18198,14.73,15714,15.62,52014,14.27,45507,15.11,15501,14.97,13563,15.67,983323,15.42,857512,16.25
2014.39,37367,20.39,31369,21.40,108135,21.72,99187,22.39,52757,24.26,45362,25.90,56748,23.33,46258,24.99,19428,19.36,17064,20.32,19415,19.98,15370,21.52,64964,17.93,55026,18.99,30355,22.03,25231,23.41,44032,16.61,36693,17.43,16560,22.04,14843,22.32,41653,21.17,35048,22.81,80097,27.54,70096,29.20,79630,21.88,70593,22.90,57403,23.45,52660,24.42,99432,25.39,89250,26.83,47207,19.23,40853,20.03,10010,21.01,8281,22.42,32417,23.04,29544,23.95,18198,21.84,15714,23.23,52014,20.42,45507,21.53,15501,22.96,13563,24.23,983323,22.16,857512,23.36
2014.40,37367,27.67,31369,29.25,108135,29.39,99187,30.33,52757,31.30,45362,33.36,56748,30.09,46258,32.33,19428,27.44,17064,28.87,19415,26.98,15370,29.17,64964,24.09,55026,25.62,30355,28.05,25231,29.91,44032,21.69,36693,22.59,16560,30.07,14843,30.20,41653,29.15,35048,31.41,80097,35.08,70096,37.12,79630,29.99,70593,31.46,57403,32.69,52660,33.89,99432,34.19,89250,36.08,47207,25.84,40853,27.09,10010,27.76,8281,29.48,32417,32.16,29544,33.48,18198,29.07,15714,30.65,52014,27.17,45507,28.63,15501,31.59,13563,33.38,983323,29.65,857512,31.28
2014.41,37367,34.04,31369,36.09,108135,36.34,99187,37.56,52757,37.14,45362,39.38,56748,35.72,46258,38.35,19428,34.15,17064,35.98,19415,31.92,15370,34.57,64964,29.74,55026,31.67,30355,33.18,25231,35.25,44032,25.87,36693,27.02,16560,36.33,14843,36.63,41653,35.27,35048,37.96,80097,40.93,70096,43.31,79630,36.83,70593,38.69,57403,39.49,52660,40.89,99432,40.75,89250,42.93,47207,31.61,40853,33.23,10010,34.06,8281,35.80,32417,40.92,29544,42.68,18198,35.76,15714,37.67,52014,32.70,45507,34.47,15501,38.66,13563,40.71,983323,35.86,857512,37.83
2014.42,37367,38.88,31369,41.21,108135,41.70,99187,43.10,52757,41.83,45362,44.35,56748,39.92,46258,42.91,19428,39.39,17064,41.60,19415,36.00,15370,39.02,64964,34.09,55026,36.28,30355,37.20,25231,39.51,44032,29.35,36693,30.67,16560,41.86,14843,42.19,41653,40.63,35048,43.77,80097,45.41,70096,47.97,79630,42.12,70593,44.24,57403,44.83,52660,46.44,99432,45.73,89250,48.15,47207,35.66,40853,37.51,10010,38.32,8281,40.51,32417,45.93,29544,47.86,18198,42.26,15714,44.34,52014,37.59,45507,39.67,15501,44.46,13563,46.97,983323,40.68,857512,42.92
2014.43,37367,42.80,31369,45.40,108135,45.83,99187,47.38,52757,45.73,45362,48.40,56748,43.38,46258,46.61,19428,43.56,17064,46.00,19415,39.40,15370,42.81,64964,37.47,55026,39.94,30355,40.13,25231,42.59,44032,32.24,36693,33.81,16560,46.32,14843,46.65,41653,45.19,35048,48.65,80097,48.72,70096,51.40,79630,46.12,70593,48.44,57403,49.18,52660,50.91,99432,49.78,89250,52.35,47207,39.45,40853,41.50,10010,42.06,8281,44.49,32417,49.77,29544,51.83,18198,46.11,15714,48.39,52014,41.11,45507,43.35,15501,47.96,13563,50.56,983323,44.47,857512,46.90
2014.44,37367,45.48,31369,48.20,108135,48.52,99187,50.14,52757,48.48,45362,51.21,56748,45.80,46258,49.17,19428,47.26,17064,48.91,19415,41.44,15370,44.97,64964,39.79,55026,42.39,30355,42.16,25231,44.71,44032,34.30,36693,35.97,16560,49.17,14843,49.63,41653,48.15,35048,51.72,80097,50.92,70096,53.65,79630,48.84,70593,51.27,57403,51.81,52660,53.58,99432,52.30,89250,54.94,47207,41.73,40853,43.91,10010,44.37,8281,46.85,32417,52.23,29544,54.30,18198,48.76,15714,51.08,52014,43.58,45507,45.96,15501,50.60,13563,53.35,983323,46.99,857512,49.50
2014.45,37367,47.39,31369,50.17,108135,50.76,99187,52.44,52757,50.66,45362,53.48,56748,47.51,46258,50.96,19428,49.01,17064,50.71,19415,43.00,15370,46.64,64964,41.60,55026,44.31,30355,43.85,25231,46.44,44032,36.15,36693,37.89,16560,51.81,14843,52.37,41653,50.27,35048,53.89,80097,52.71,70096,55.49,79630,50.98,70593,53.51,57403,53.89,52660,55.69,99432,54.22,89250,56.91,47207,43.51,40853,45.71,10010,45.87,8281,48.36,32417,54.26,29544,56.35,18198,50.98,15714,53.39,52014,45.72,45507,48.17,15501,52.66,13563,55.50,983323,48.97,857512,51.55
2014.46,37367,49.03,31369,51.92,108135,52.37,99187,54.08,52757,52.19,45362,55.04,56748,48.99,46258,52.56,19428,50.39,17064,52.11,19415,44.38,15370,48.09,64964,42.89,55026,45.63,30355,45.10,25231,47.68,44032,37.35,36693,39.13,16560,53.62,14843,54.27,41653,51.81,35048,55.42,80097,54.05,70096,56.81,79630,52.52,70593,55.10,57403,55.39,52660,57.19,99432,55.66,89250,58.35,47207,44.79,40853,47.04,10010,47.29,8281,49.85,32417,55.83,29544,57.95,18198,52.90,15714,55.35,52014,47.19,45507,49.68,15501,54.33,13563,57.17,983323,50.44,857512,53.05
2014.47,37367,49.88,31369,52.80,108135,53.15,99187,54.87,52757,52.91,45362,55.76,56748,49.63,46258,53.19,19428,50.96,17064,52.70,19415,44.99,15370,48.76,64964,43.57,55026,46.34,30355,45.70,25231,48.29,44032,37.92,36693,39.72,16560,54.25,14843,54.92,41653,52.49,35048,56.13,80097,54.67,70096,57.45,79630,53.21,70593,55.81,57403,56.11,52660,57.92,99432,56.29,89250,58.99,47207,45.38,40853,47.64,10010,47.82,8281,50.44,32417,56.39,29544,58.53,18198,53.52,15714,55.98,52014,47.85,45507,50.33,15501,55.04,13563,57.86,983323,51.11,857512,53.73
2014.48,37367,50.62,31369,53.53,108135,54.00,99187,55.73,52757,53.72,45362,56.62,56748,50.42,46258,53.98,19428,51.79,17064,53.52,19415,45.67,15370,49.49,64964,44.71,55026,47.57,30355,46.38,25231,48.97,44032,38.56,36693,40.38,16560,55.33,14843,56.08,41653,53.19,35048,56.83,80097,55.40,70096,58.17,79630,54.00,70593,56.61,57403,56.86,52660,58.67,99432,57.00,89250,59.71,47207,46.18,40853,48.46,10010,48.66,8281,51.21,32417,57.16,29544,59.30,18198,54.17,15714,56.62,52014,48.70,45507,51.19,15501,55.88,13563,58.70,983323,51.90,857512,54.54
2014.49,37367,51.15,31369,54.07,108135,54.55,99187,56.27,52757,54.37,45362,57.27,56748,51.02,46258,54.57,19428,52.41,17064,54.14,19415,46.14,15370,49.99,64964,45.25,55026,48.12,30355,46.80,25231,49.39,44032,39.05,36693,40.87,16560,56.04,14843,56.83,41653,53.78,35048,57.36,80097,55.86,70096,58.62,79630,54.54,70593,57.16,57403,57.38,52660,59.16,99432,57.45,89250,60.16,47207,46.74,40853,49.04,10010,49.12,8281,51.71,32417,57.81,29544,59.93,18198,54.71,15714,57.17,52014,49.33,45507,51.80,15501,56.37,13563,59.18,983323,52.44,857512,55.08
2014.50,37367,51.55,31369,54.48,108135,55.03,99187,56.76,52757,54.87,45362,57.80,56748,51.47,46258,55.02,19428,52.87,17064,54.65,19415,46.60,15370,50.44,64964,45.70,55026,48.57,30355,47.14,25231,49.73,44032,39.46,36693,41.30,16560,56.71,14843,57.50,41653,54.32,35048,57.89,80097,56.31,70096,59.07,79630,55.01,70593,57.64,57403,57.85,52660,59.64,99432,57.88,89250,60.60,47207,47.16,40853,49.47,10010,49.65,8281,52.19,32417,58.21,29544,60.31,18198,55.08,15714,57.57,52014,49.83,45507,52.31,15501,56.87,13563,59.63,983323,52.90,857512,55.54
2014.51,37367,51.72,31369,54.66,108135,55.23,99187,56.95,52757,55.08,45362,58.01,56748,51.64,46258,55.18,19428,53.02,17064,54.82,19415,46.70,15370,50.54,64964,45.83,55026,48.71,30355,47.25,25231,49.84,44032,39.65,36693,41.47,16560,56.93,14843,57.73,41653,54.47,35048,58.04,80097,56.47,70096,59.22,79630,55.20,70593,57.82,57403,58.04,52660,59.81,99432,58.07,89250,60.78,47207,47.34,40853,49.64,10010,49.86,8281,52.42,32417,58.37,29544,60.47,18198,55.22,15714,57.73,52014,50.00,45507,52.47,15501,57.10,13563,59.88,983323,53.07,857512,55.71
2014.52,37367,51.97,31369,54.90,108135,55.44,99187,57.17,52757,55.30,45362,58.23,56748,51.87,46258,55.41,19428,53.32,17064,55.12,19415,46.92,15370,50.75,64964,46.01,55026,48.90,30355,47.44,25231,50.01,44032,39.82,36693,41.65,16560,57.13,14843,57.94,41653,54.72,35048,58.27,80097,56.65,70096,59.40,79630,55.42,70593,58.05,57403,58.29,52660,60.07,99432,58.26,89250,60.97,47207,47.55,40853,49.85,10010,50.00,8281,52.58,32417,58.61,29544,60.72,18198,55.40,15714,57.90,52014,50.21,45507,52.68,15501,57.34,13563,60.12,983323,53.28,857512,55.92
