Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,MS.Tmax,MS.Tmin,MS.prcp
2007.03,10.07,2.05,6.07,9.61,1.45,2.97,10.38,3.38,4.43,9.62,2.36,1.83,11.71,4.58,2.98,11.24,3.92,2.06,9.43,4.64,5.13,9.14,3.97,2.74,15.45,7.54,2.21,11.11,3.98,3.11
2007.04,8.70,-0.79,2.32,7.75,-1.40,2.65,9.64,0.63,2.86,8.14,-0.15,3.19,11.17,1.98,4.40,10.42,1.43,2.99,9.06,2.42,5.29,8.57,2.29,4.49,14.01,5.61,4.83,10.07,1.54,3.73
2007.05,5.19,-5.94,1.79,4.81,-6.44,1.12,6.53,-3.81,2.32,5.63,-4.42,3.62,7.66,-2.65,5.31,7.37,-2.87,5.24,6.73,-1.07,6.76,6.03,-1.25,4.44,11.27,1.31,4.64,7.11,-2.86,4.05
2007.06,8.52,-2.46,0.68,7.22,-3.21,0.31,9.37,-0.60,0.76,8.34,-1.51,0.89,12.89,0.87,0.81,11.56,-0.10,0.68,11.34,1.09,0.43,10.21,0.35,0.34,17.48,2.75,0.01,11.26,-0.12,0.56
2007.07,8.43,-4.15,2.44,7.57,-3.83,3.39,9.35,-2.10,2.57,8.06,-2.20,2.41,11.54,-0.99,2.52,10.80,-2.18,2.34,10.20,-0.04,2.24,8.94,-0.83,3.66,15.19,1.21,5.15,10.39,-1.52,3.02
2007.08,16.51,2.24,0.34,15.59,1.58,0.62,18.59,3.94,0.85,15.03,2.17,0.49,20.51,5.72,0.47,17.59,3.79,0.32,15.56,4.56,0.14,13.41,3.27,1.25,19.77,6.37,1.06,17.44,3.99,0.61
2007.09,19.98,3.04,6.74,17.50,1.71,6.52,21.03,3.99,3.80,17.66,2.30,5.61,22.13,4.90,4.09,20.07,3.04,3.42,17.23,4.39,3.27,15.86,3.91,2.68,22.53,8.47,2.10,19.79,4.18,4.18
2007.10,18.77,0.93,0.01,17.75,0.30,0.00,19.78,2.04,0.00,17.41,0.91,0.00,20.55,2.42,0.00,18.40,0.24,0.03,15.38,1.62,0.00,13.93,1.44,0.00,19.95,3.88,0.00,18.43,1.66,0.01
2007.11,24.49,9.36,0.68,21.36,7.36,0.16,24.48,9.93,0.63,20.11,7.36,0.29,24.61,10.79,0.42,21.26,7.50,0.68,18.27,8.10,1.39,16.31,6.63,1.37,23.26,11.64,3.30,21.97,9.00,1.01
2007.12,24.75,10.21,0.00,19.34,8.08,0.00,25.21,10.45,0.00,20.67,7.32,0.00,25.70,10.34,0.00,22.43,6.29,0.00,18.80,7.97,0.00,16.87,5.41,0.00,23.69,10.17,0.01,22.41,8.63,0.00
2007.13,28.97,14.19,0.95,25.98,12.39,1.17,28.33,14.55,0.40,23.87,11.20,0.26,28.08,14.83,0.50,25.86,10.91,0.94,20.81,11.13,0.18,19.55,9.00,0.08,26.68,15.38,0.36,25.76,12.90,0.54
2007.14,21.97,8.76,3.06,19.01,6.83,3.01,21.84,9.86,2.60,17.78,7.73,2.94,21.51,11.53,4.65,19.87,9.64,3.63,16.89,9.76,5.03,15.36,7.88,5.93,23.41,13.55,3.78,20.11,9.85,3.82
2007.15,15.96,4.23,7.34,15.01,3.28,6.29,18.01,5.70,5.49,14.79,3.42,2.16,20.08,7.08,1.38,18.05,5.01,1.00,11.05,4.18,2.32,13.90,4.92,3.91,21.59,9.46,5.44,17.22,5.58,3.59
2007.16,22.19,6.00,1.09,20.28,4.35,0.38,22.87,6.84,1.22,19.10,4.78,1.93,23.61,7.27,2.44,21.16,4.62,1.83,18.14,6.29,1.66,16.20,4.91,6.92,23.82,9.27,3.02,21.28,6.21,2.22
2007.17,25.51,13.25,2.47,23.68,11.98,1.56,25.76,13.57,1.58,22.10,10.38,1.62,26.17,13.23,1.49,24.07,10.30,5.15,19.66,10.21,2.14,18.28,8.53,5.37,26.58,15.16,5.38,24.03,12.09,2.97
2007.18,28.43,14.80,4.45,26.26,12.93,1.78,28.08,15.11,4.11,24.18,11.91,0.95,29.28,15.35,5.45,25.80,11.37,1.48,21.03,11.55,6.76,19.35,9.67,1.96,28.14,16.53,3.92,26.19,13.55,3.39
2007.19,30.04,18.01,2.98,27.73,14.34,2.87,30.00,17.90,2.23,25.46,12.96,0.61,30.49,17.68,0.85,27.57,13.20,0.09,22.40,12.70,0.53,20.76,10.18,0.27,30.11,16.11,1.06,27.74,15.06,1.19
2007.20,28.14,12.23,2.53,24.97,9.96,0.95,27.87,13.70,3.02,23.29,10.88,2.04,27.94,14.39,1.89,25.46,11.75,4.21,20.98,11.07,1.40,19.61,10.02,2.83,28.28,16.55,2.27,25.65,12.67,2.33
2007.21,29.67,13.57,0.00,27.24,11.27,0.00,29.50,14.32,0.03,26.48,11.21,0.00,29.87,14.52,0.09,26.37,11.22,0.00,21.86,11.26,0.10,20.09,9.72,0.43,28.27,16.18,0.05,27.14,12.92,0.07
2007.22,30.41,18.07,0.75,28.05,15.62,0.94,29.90,18.23,0.87,25.62,14.00,1.39,29.94,18.49,0.85,26.66,15.01,1.81,21.82,13.33,4.04,19.99,11.57,3.71,28.63,18.48,7.75,27.29,16.23,2.51
2007.23,32.62,19.04,1.07,29.45,16.92,1.75,32.60,19.74,2.08,27.50,16.10,0.78,33.04,20.23,1.02,29.48,16.93,1.32,23.93,15.22,0.64,22.08,13.33,2.19,31.47,21.75,1.64,29.72,18.16,1.34
2007.24,33.58,18.70,0.54,30.19,15.69,0.20,33.80,19.94,0.00,28.65,15.13,1.30,34.33,20.60,0.23,31.02,16.64,0.73,25.12,15.24,1.45,23.27,13.24,2.97,33.03,21.25,3.50,30.96,17.84,1.21
2007.25,32.65,19.44,10.90,29.51,16.40,6.02,32.33,20.18,9.92,27.03,15.51,5.57,33.85,20.10,1.39,29.44,16.33,4.86,24.17,14.75,5.44,22.16,12.88,7.20,32.33,20.69,6.57,29.94,17.77,5.82
2007.26,33.22,20.88,0.34,30.38,18.47,2.58,32.99,20.85,2.08,28.16,17.02,2.47,33.79,21.41,3.39,29.75,17.65,2.44,24.03,15.65,3.64,22.39,13.80,3.09,31.88,21.79,2.51,30.25,19.05,2.58
2007.27,31.53,21.15,5.46,28.79,19.28,3.29,30.37,21.35,15.04,26.10,17.52,5.91,30.80,21.61,10.30,27.84,18.65,9.41,23.13,15.79,8.44,21.74,14.36,9.66,32.08,21.78,13.09,28.59,19.47,9.14
2007.28,30.85,20.83,15.16,28.52,18.75,11.05,30.47,21.44,11.42,25.56,17.75,8.77,31.73,21.56,8.92,27.79,18.93,9.22,23.71,16.54,4.85,22.04,14.77,8.46,32.98,22.85,5.46,28.80,19.70,9.01
2007.29,30.94,20.93,2.12,28.46,18.63,1.99,30.44,20.91,1.85,25.84,17.33,3.29,30.80,20.82,8.86,27.09,17.71,3.88,22.41,15.78,7.86,20.26,13.85,8.22,30.71,21.62,6.56,28.03,19.01,5.21
2007.30,31.78,18.58,0.70,29.35,17.14,0.66,31.71,19.39,0.41,26.17,16.36,0.86,31.80,19.63,0.46,26.43,16.00,2.98,23.42,14.67,0.88,21.83,13.62,1.12,31.80,21.64,3.50,28.81,17.90,1.38
2007.31,34.80,21.32,1.04,31.64,19.57,1.76,34.34,21.97,0.45,28.49,18.32,1.28,33.89,22.63,2.34,28.44,18.08,2.43,24.25,16.07,7.75,22.88,14.64,6.61,32.62,22.56,4.28,30.71,19.97,2.89
2007.32,36.54,22.94,0.09,33.80,20.58,0.01,36.34,23.11,0.30,30.50,19.14,0.10,35.77,23.35,0.77,32.23,19.52,0.55,26.03,17.37,0.15,24.21,15.93,0.58,34.88,24.92,3.28,32.87,21.26,0.80
2007.33,39.16,22.18,0.00,36.00,19.45,0.36,38.25,22.55,0.05,31.96,18.48,0.76,37.71,22.43,0.24,33.75,18.89,0.46,27.60,16.72,0.33,25.60,15.29,0.00,35.11,24.69,0.59,34.45,20.57,0.35
2007.34,37.22,22.64,0.90,33.87,20.02,1.31,36.58,22.70,0.43,30.78,18.85,2.27,35.84,22.69,0.62,32.41,19.35,1.34,26.56,16.35,0.95,24.73,14.98,0.44,34.37,23.49,2.44,33.02,20.60,1.28
2007.35,35.60,21.72,2.39,31.46,19.16,2.35,34.35,21.48,3.49,27.88,17.84,2.99,33.78,21.90,2.65,29.53,19.01,8.66,24.37,16.09,3.98,22.38,14.79,9.45,32.57,22.42,7.70,30.75,19.82,4.79
2007.36,33.29,21.92,1.76,30.51,19.22,1.57,32.57,22.03,3.23,27.05,17.51,0.27,32.37,22.28,4.33,28.46,18.96,1.21,24.37,16.13,2.79,21.99,14.77,4.02,32.17,22.33,4.03,29.73,19.90,2.67
2007.37,29.26,18.59,6.36,26.21,15.84,7.81,30.17,19.57,11.54,25.47,16.27,12.76,30.41,20.84,8.47,27.32,17.46,5.48,22.98,15.34,5.63,21.17,13.71,3.48,31.51,21.42,3.03,27.79,18.20,7.30
2007.38,28.05,13.38,0.00,26.77,12.03,0.05,29.87,14.99,0.01,24.17,12.18,0.10,29.90,15.66,0.12,26.77,12.69,0.39,22.49,11.92,0.03,20.76,10.42,0.41,30.54,17.85,0.30,27.19,13.91,0.16
2007.39,28.38,17.47,2.73,28.66,16.53,1.67,29.98,19.21,2.89,25.26,15.39,2.95,30.62,20.00,2.89,27.49,16.24,3.38,22.52,15.06,3.10,21.25,13.29,3.59,30.69,20.90,5.02,27.84,17.60,3.20
2007.40,28.51,15.54,0.05,24.27,12.42,0.01,30.48,17.10,0.02,24.38,12.82,0.12,30.43,18.05,0.05,26.79,13.65,0.08,22.82,13.29,0.74,20.66,11.23,0.31,29.86,19.32,2.27,27.07,15.32,0.46
2007.41,29.40,12.82,2.64,22.54,9.17,1.31,28.63,13.68,0.85,23.32,11.20,2.17,28.97,14.52,0.25,25.74,12.07,1.65,21.73,11.41,0.52,19.88,10.08,0.30,29.17,16.99,0.74,26.02,12.85,1.12
2007.42,27.36,13.83,8.44,21.97,10.48,8.05,27.98,13.78,7.14,22.82,11.22,4.39,28.90,14.55,3.90,25.81,12.18,2.73,21.69,11.13,2.49,19.96,9.92,4.21,28.61,17.24,8.26,25.60,13.10,5.46
2007.43,18.01,8.73,8.86,14.49,6.86,16.34,18.36,8.53,6.90,15.12,7.20,10.65,19.39,9.17,5.45,17.77,7.73,7.19,15.38,5.80,4.62,13.28,5.95,13.13,21.09,10.40,21.22,17.45,8.11,10.70
2007.44,21.64,5.78,0.00,16.63,3.58,0.00,22.10,6.79,0.00,16.79,4.75,0.00,23.19,8.18,0.00,20.53,6.68,0.00,17.97,6.94,0.00,16.40,6.53,0.00,24.82,12.02,0.00,20.48,7.12,0.00
2007.45,19.55,2.53,0.33,15.11,1.42,0.44,20.47,4.45,0.01,14.86,2.07,0.01,21.08,5.21,0.02,18.37,2.80,0.01,18.05,5.29,0.01,14.46,2.61,0.00,21.62,6.35,0.00,18.51,3.81,0.08
2007.46,20.81,7.10,1.61,15.60,4.69,3.26,21.74,6.84,1.78,15.88,3.90,2.48,22.84,8.37,0.78,19.94,5.73,1.42,19.06,8.10,0.48,15.42,4.60,0.19,22.83,9.01,0.00,19.74,6.63,1.32
2007.47,19.16,6.58,5.40,13.72,4.76,2.95,18.08,6.82,2.80,13.88,4.58,2.61,18.82,8.95,1.87,16.99,5.93,1.38,14.56,7.66,2.90,13.32,4.90,1.79,20.86,9.73,1.69,16.96,6.93,2.43
2007.48,13.22,1.39,2.89,11.21,0.86,2.46,14.72,2.56,3.61,11.85,1.25,3.68,17.13,3.92,4.80,15.36,2.68,4.49,13.29,3.74,9.12,12.21,2.97,4.12,19.76,7.16,6.25,14.83,3.18,4.61
2007.49,16.87,0.46,0.63,12.82,0.55,1.19,18.71,2.21,0.53,13.68,0.85,0.46,20.44,4.30,0.37,17.88,3.00,0.32,17.71,3.14,0.31,14.43,2.64,0.24,21.38,7.25,0.22,17.42,2.94,0.47
2007.50,19.13,9.73,4.58,15.26,8.38,3.32,21.19,11.33,1.85,17.15,8.34,0.45,23.00,13.09,1.32,20.84,11.55,0.62,17.44,11.18,0.91,16.56,9.88,1.42,24.55,15.92,0.42,19.95,11.30,1.50
2007.51,12.48,2.76,4.56,9.94,1.92,5.88,14.14,3.76,4.98,11.27,1.89,4.78,15.76,4.84,7.95,13.65,3.16,8.14,12.00,4.41,12.29,11.43,3.15,6.94,17.90,7.12,8.49,13.53,3.79,7.10
2007.52,11.12,-1.32,6.32,8.64,-1.24,4.96,12.27,-0.41,4.38,8.92,-0.65,2.84,12.96,0.54,3.12,11.79,0.76,3.68,10.68,1.07,6.09,10.47,1.95,3.73,15.31,5.57,12.66,11.54,0.77,5.21
2008.01,9.18,-4.53,0.11,6.82,-4.27,0.26,10.22,-3.32,0.06,7.96,-3.84,0.31,12.20,-1.55,0.13,9.70,-2.66,1.71,10.24,-1.21,0.35,8.16,-0.79,3.22,13.36,1.20,4.53,10.02,-2.26,1.17
2008.02,19.37,5.71,4.71,14.16,3.85,3.48,19.64,5.96,2.54,14.45,4.16,5.08,20.92,8.76,3.72,17.62,6.87,4.72,15.76,6.85,6.38,14.08,5.87,6.36,20.93,10.90,4.96,17.79,6.81,4.54
2008.03,9.78,-2.40,0.39,6.81,-2.66,0.57,10.18,-1.04,0.34,7.82,-1.29,0.59,11.48,0.55,2.02,9.90,0.15,2.41,9.27,1.79,5.54,8.38,1.16,6.12,13.99,3.41,8.41,9.98,0.05,2.84
2008.04,4.53,-5.77,2.56,2.69,-4.47,1.76,5.45,-3.03,3.14,4.15,-3.35,2.76,7.44,-1.05,4.54,5.96,-1.71,4.87,7.14,0.74,7.45,5.80,-1.02,7.74,12.01,2.53,7.60,6.35,-1.76,4.62
2008.05,9.73,-2.41,6.15,8.58,-2.33,7.39,10.94,-1.56,5.14,8.80,-2.08,6.75,13.48,-0.61,5.83,12.04,-0.89,6.06,10.95,0.18,6.46,9.73,0.22,8.65,16.31,2.85,11.87,11.63,-0.61,7.25
2008.06,17.39,4.70,4.20,13.84,3.63,4.64,18.21,5.36,6.95,14.04,3.84,9.14,20.67,6.80,3.48,18.12,4.84,2.77,16.36,5.20,0.98,14.78,4.38,1.77,20.92,9.46,2.17,17.60,5.66,4.14
2008.07,14.20,-1.64,2.05,11.56,-1.60,1.20,16.09,0.48,2.74,12.79,-1.02,1.88,17.87,1.86,2.92,15.58,-0.20,2.82,14.08,1.36,3.53,10.20,0.70,2.92,19.23,4.33,3.02,15.20,0.73,2.57
2008.08,13.39,2.08,2.97,11.00,1.39,3.13,15.54,3.89,5.97,12.17,2.60,5.43,17.64,5.41,14.14,15.47,3.94,15.85,13.88,4.66,7.98,12.87,3.37,7.64,20.50,8.25,8.17,15.26,4.27,8.65
2008.09,12.88,-0.26,2.07,9.42,-0.06,2.29,15.16,1.96,2.74,10.20,0.70,3.51,18.40,3.28,1.20,15.25,1.53,1.66,14.20,2.96,1.13,11.98,1.32,1.90,18.26,4.85,0.60,14.50,2.06,1.84
2008.10,14.53,1.33,8.91,12.03,1.11,8.57,16.14,2.58,8.16,14.59,2.89,7.46,17.98,3.84,5.72,16.43,2.93,8.82,13.59,2.80,5.70,12.75,3.00,9.49,18.73,5.23,7.43,15.73,3.09,7.60
2008.11,18.49,3.62,4.32,14.95,2.40,5.29,19.60,5.34,2.16,15.85,2.09,2.32,21.87,5.99,1.13,18.76,3.64,1.09,15.96,4.46,2.65,14.09,3.07,1.37,20.82,8.28,2.00,18.39,4.61,2.30
2008.12,20.85,6.19,4.52,16.52,4.25,5.09,22.74,7.14,2.20,18.82,4.96,2.24,24.46,9.00,1.78,21.38,7.08,1.96,18.30,7.27,1.31,16.62,5.58,1.87,23.44,10.60,2.11,20.94,7.24,2.47
2008.13,19.90,5.64,0.20,15.24,3.73,0.15,21.35,6.40,0.13,17.28,3.68,0.13,22.26,7.21,0.05,19.52,5.44,0.10,16.58,5.90,0.22,15.22,4.13,0.04,21.49,8.87,0.01,19.26,5.92,0.10
2008.14,19.61,10.65,21.44,15.21,7.65,16.56,23.08,12.40,15.96,18.80,9.91,10.54,25.36,15.05,11.49,22.40,12.76,7.62,19.12,12.44,3.71,17.32,11.06,7.20,24.89,17.42,16.07,21.36,12.66,12.38
2008.15,24.48,10.95,3.60,18.84,8.49,1.66,25.02,12.16,1.72,20.09,9.36,0.62,26.30,13.59,0.34,22.95,11.31,1.14,19.94,10.40,0.70,17.73,9.49,2.75,25.75,16.08,2.13,22.91,11.76,1.46
2008.16,18.23,4.25,2.10,14.49,2.90,3.05,19.56,4.45,2.03,15.87,2.89,3.08,20.36,5.14,2.52,18.26,2.94,2.28,15.27,3.57,1.95,13.99,3.19,3.21,21.02,6.91,1.82,17.95,4.23,2.44
2008.17,27.24,12.26,4.86,21.61,9.48,1.57,27.89,13.18,6.68,22.73,10.35,2.32,28.18,14.14,1.51,25.05,11.16,0.62,21.34,10.76,1.34,19.34,8.34,0.23,27.80,14.40,0.27,25.13,11.95,1.94
2008.18,22.31,10.23,12.19,17.93,7.77,10.17,23.54,11.90,10.02,19.45,8.98,9.94,25.15,12.89,7.08,22.39,10.77,9.21,19.11,9.32,6.45,17.49,8.48,7.67,25.25,14.98,6.36,21.98,11.03,8.57
2008.19,25.40,11.82,4.66,19.78,9.12,6.16,26.53,13.14,1.62,22.28,9.97,2.24,27.65,14.10,0.12,24.58,11.72,0.44,20.58,10.33,0.38,19.06,9.14,0.78,27.85,16.90,1.64,24.38,12.28,1.84
2008.20,23.63,12.20,9.29,17.61,8.44,8.69,24.33,12.79,9.72,19.47,10.20,7.00,25.14,13.48,11.78,22.37,10.88,12.73,19.72,10.80,7.04,18.44,9.39,7.07,26.77,16.24,11.52,22.46,11.98,9.85
2008.21,28.90,15.42,0.45,21.57,10.95,0.78,29.09,16.56,1.95,23.36,12.92,0.52,29.96,17.61,4.01,26.29,15.03,2.37,22.02,13.78,1.71,20.18,11.85,1.18,28.90,19.34,1.54,26.18,15.30,1.82
2008.22,30.52,19.68,2.62,22.59,14.30,8.21,30.49,20.30,4.65,25.07,16.27,5.39,31.25,20.78,7.82,27.43,17.44,1.14,23.18,15.34,0.19,21.51,13.51,2.96,31.32,20.66,0.30,27.68,18.05,4.00
2008.23,32.54,21.31,2.38,24.63,15.86,0.83,32.74,21.55,0.08,26.92,17.64,1.29,33.30,22.28,0.03,29.29,18.50,1.58,24.70,16.53,0.40,22.60,14.36,0.78,32.27,22.85,0.28,29.42,19.51,0.77
2008.24,32.49,21.31,3.57,24.34,15.63,3.06,32.46,21.39,1.62,26.68,17.48,3.22,33.15,21.55,1.35,29.55,17.97,1.34,24.88,15.77,1.30,22.40,13.85,4.72,32.17,21.84,4.20,29.32,18.99,2.62
2008.25,31.31,17.90,1.87,23.26,12.69,0.86,31.59,18.55,0.52,25.33,14.51,1.95,32.56,19.92,0.69,28.57,16.01,4.52,25.05,14.89,2.60,22.16,13.00,3.92,32.29,20.57,6.34,28.65,16.93,2.66
2008.26,32.81,19.27,0.39,25.59,14.69,0.20,33.14,19.04,0.27,27.13,15.73,0.25,33.30,19.72,3.20,29.62,17.27,3.76,24.27,14.49,5.01,22.16,13.11,3.60,32.26,20.95,4.80,29.58,17.61,2.52
2008.27,32.04,17.90,0.21,25.26,13.56,1.87,31.74,18.56,0.58,26.29,15.11,0.92,32.04,19.36,1.56,28.27,16.20,1.50,23.66,14.28,1.03,21.68,13.06,2.77,32.01,21.04,4.57,28.74,17.06,1.81
2008.28,33.37,21.36,3.87,25.62,16.16,2.39,33.25,21.80,3.90,26.99,17.32,3.85,34.42,22.31,3.65,29.84,18.94,3.19,25.04,15.97,2.22,22.61,14.43,3.69,32.68,22.65,2.41,30.01,19.51,3.24
2008.29,33.42,18.99,0.07,25.44,14.10,0.17,33.75,19.83,0.53,27.87,16.38,0.42,34.40,21.13,0.78,27.04,14.99,0.25,25.41,15.21,0.61,23.53,13.78,0.55,33.84,21.82,1.83,30.04,17.86,0.65
2008.30,35.59,22.00,0.97,27.12,16.52,2.59,35.26,22.34,3.57,29.04,18.26,2.47,35.60,22.62,1.70,31.43,19.30,4.68,25.63,16.23,2.98,23.84,14.73,2.23,33.95,22.75,2.15,31.51,19.92,2.58
2008.31,35.27,22.59,5.51,28.02,17.44,4.31,35.25,22.73,2.54,28.43,18.63,4.74,35.40,22.99,4.24,30.38,19.57,3.78,25.47,16.89,2.43,23.12,14.93,5.28,32.59,22.69,10.72,31.04,20.28,5.10
2008.32,33.93,20.96,3.40,26.69,15.81,5.39,33.76,21.09,4.90,28.21,17.21,1.60,33.43,20.83,3.27,30.44,17.65,2.64,24.88,15.85,1.99,22.91,13.97,3.87,32.79,22.18,2.06,30.26,18.80,3.10
2008.33,28.91,18.86,5.92,22.55,14.48,5.17,28.02,19.85,10.81,23.81,16.01,6.95,28.79,20.14,17.96,25.51,17.05,12.14,22.87,14.90,10.81,20.39,13.18,10.20,30.85,21.80,12.96,26.28,17.86,11.10
2008.34,30.57,19.43,8.61,24.16,15.27,6.33,30.76,20.71,7.00,25.85,17.05,4.88,30.49,21.16,6.00,28.00,18.61,7.11,22.74,14.96,6.09,21.27,14.48,4.29,31.34,22.50,5.13,27.84,18.78,6.07
2008.35,30.40,20.72,4.33,23.52,15.90,4.62,30.10,21.26,7.63,24.12,17.14,13.64,29.90,21.01,8.59,26.22,18.68,13.87,20.13,14.11,9.88,20.17,14.23,7.84,30.89,22.07,7.28,26.81,18.85,8.99
2008.36,28.73,21.08,7.71,22.88,16.77,4.44,27.97,21.79,16.80,24.50,18.23,2.87,27.81,21.66,20.61,26.22,19.96,11.62,18.48,14.60,27.68,20.02,15.39,20.08,30.00,23.28,18.20,25.84,19.73,14.24
2008.37,30.42,19.64,1.11,24.12,15.56,1.52,30.73,20.47,1.67,23.40,15.49,2.72,30.95,20.93,1.47,28.33,18.93,0.84,23.02,16.59,2.01,21.44,14.71,3.06,31.55,23.39,1.34,27.69,18.86,1.68
2008.38,27.16,15.26,3.20,24.01,13.47,4.06,27.14,16.54,4.35,20.71,12.83,8.68,26.68,16.78,4.29,24.64,15.48,3.74,20.21,12.76,2.95,18.65,12.19,2.32,28.47,19.24,3.39,24.64,15.35,4.33
2008.39,28.84,14.90,0.23,25.70,12.75,0.23,28.87,15.35,0.63,21.27,11.39,0.28,28.46,15.51,0.24,24.95,13.18,1.84,21.50,11.47,1.04,19.11,10.24,1.14,28.86,16.34,3.11,25.71,13.77,1.03
2008.40,27.51,10.31,0.00,24.39,9.12,0.00,27.21,11.48,0.00,21.11,8.86,0.00,27.36,12.51,0.00,25.02,10.34,0.00,20.71,9.91,0.00,19.37,8.66,0.00,29.04,15.12,0.00,25.11,11.06,0.00
2008.41,26.81,12.68,8.66,23.82,11.63,9.75,27.61,13.80,2.05,20.52,11.08,6.93,27.14,14.58,2.07,23.74,12.92,5.06,20.71,11.44,0.88,18.34,10.12,4.53,27.71,16.66,3.61,24.48,13.14,4.70
2008.42,25.46,14.20,2.88,22.86,12.14,1.44,26.09,15.33,1.25,19.56,10.94,0.61,25.75,15.37,0.86,22.97,13.13,1.46,19.97,12.26,0.93,17.66,10.65,1.06,27.49,16.84,0.07,23.52,13.71,1.06
2008.43,21.24,7.01,5.74,19.03,5.87,5.97,21.64,7.59,4.09,16.54,5.38,3.07,22.11,7.80,3.14,19.77,6.21,1.52,17.26,6.69,2.68,15.15,5.78,0.98,23.80,11.15,1.60,20.03,7.26,3.07
2008.44,18.83,1.44,0.00,16.65,0.88,0.00,19.34,2.83,0.00,14.61,0.87,0.06,19.94,3.22,0.00,17.67,1.22,0.01,16.10,3.11,0.00,13.62,1.65,0.00,20.99,4.56,0.00,17.88,2.31,0.01
2008.45,23.51,5.68,1.73,20.94,4.96,2.23,23.84,7.25,1.93,17.71,4.13,3.37,23.42,7.41,2.08,20.88,4.87,0.55,17.98,6.07,0.44,16.09,4.05,0.09,23.95,7.90,0.53,21.27,5.97,1.54
2008.46,14.79,4.56,3.14,13.47,4.05,4.53,16.46,5.62,3.74,12.87,3.65,3.28,17.84,6.92,3.88,16.83,5.37,2.72,14.71,5.76,1.96,14.30,5.05,2.69,22.59,9.29,1.65,16.46,5.82,3.09
2008.47,12.67,-2.81,0.08,9.85,-2.80,0.15,13.37,-1.52,0.00,9.82,-1.74,0.01,14.37,-0.49,0.00,13.48,-1.69,0.01,11.77,0.21,0.05,10.41,-0.69,0.00,16.78,0.65,0.00,12.85,-1.11,0.03
2008.48,15.26,1.98,5.34,13.45,0.91,3.45,15.85,3.81,2.77,11.99,1.53,3.50,17.72,5.80,9.42,15.65,4.28,8.95,14.63,5.00,10.18,13.22,3.79,12.76,20.57,8.11,3.71,15.77,4.20,6.53
2008.49,9.87,-1.13,4.52,8.47,-1.18,3.45,11.00,-0.24,5.07,8.02,-0.63,5.28,12.13,0.75,4.45,11.70,-0.03,4.01,10.05,0.95,2.83,9.91,0.40,4.14,17.22,3.62,3.49,11.32,0.45,4.18
2008.50,9.94,-0.39,15.43,8.83,-0.41,18.68,11.42,0.63,16.36,8.63,-0.12,21.33,12.78,1.17,20.99,12.01,0.34,17.01,10.72,1.50,12.24,9.65,0.77,9.62,13.59,2.56,6.74,11.15,0.77,15.89
2008.51,11.89,3.09,2.90,11.68,3.05,4.18,14.54,5.57,4.91,12.20,4.77,6.56,17.68,8.04,3.00,17.82,8.08,2.33,14.93,7.31,0.91,14.26,7.43,3.38,18.84,13.15,1.25,15.39,7.18,3.28
2008.52,14.45,-0.78,7.44,12.21,-0.08,6.72,16.09,2.79,4.92,12.67,1.78,3.87,17.54,5.65,2.75,15.79,4.99,2.34,14.07,5.42,0.71,12.88,5.10,2.54,16.86,8.55,1.62,15.09,4.12,3.45
2008.53,16.08,-0.26,3.32,12.57,0.34,2.48,15.66,2.31,3.47,11.90,1.09,3.57,16.56,3.87,3.79,15.41,3.46,1.95,13.53,3.01,3.35,12.55,3.35,3.14,20.18,7.95,1.95,15.30,3.14,2.98
2009.01,13.44,3.04,7.10,11.64,2.28,7.13,15.15,4.51,11.66,12.08,3.34,16.68,17.31,5.95,11.75,16.66,5.78,11.11,10.10,3.80,7.51,14.10,6.02,9.60,22.16,11.59,5.04,15.43,5.54,10.06
2009.02,7.62,-5.36,0.02,5.76,-6.17,0.46,9.15,-4.14,0.09,7.60,-3.97,0.54,9.84,-2.96,0.80,9.43,-3.47,0.69,8.02,-1.91,0.48,7.96,-1.37,2.98,14.05,-0.79,0.31,9.20,-3.25,0.66
2009.03,10.73,-3.17,0.71,8.66,-3.70,0.88,12.49,-1.73,1.23,9.91,-2.36,1.70,14.36,-0.01,0.83,12.16,-1.38,0.60,11.30,0.37,0.37,9.94,-0.85,0.69,16.13,1.24,0.52,12.21,-1.10,0.85
2009.04,7.25,-2.11,2.21,8.04,-1.92,1.76,9.97,-0.24,1.65,10.04,0.41,1.64,13.62,1.86,1.33,12.56,2.43,1.48,10.62,1.90,1.13,10.49,3.12,0.97,17.62,5.77,0.66,11.80,1.56,1.39
2009.05,11.83,-3.78,1.68,10.66,-4.02,1.22,13.57,-2.03,2.15,10.81,-2.98,2.75,15.24,-0.50,1.64,13.42,-2.56,2.38,11.47,-0.33,1.91,10.55,-1.21,1.55,16.11,0.62,1.14,13.08,-1.70,1.83
2009.06,20.83,6.95,1.35,18.19,6.37,1.05,21.24,8.15,1.47,17.11,5.25,1.31,20.96,8.83,5.95,18.56,6.37,5.72,16.42,7.87,7.71,14.34,5.16,8.15,22.04,9.86,7.39,19.24,7.41,4.60
