Week,D01.all,D01.allV%,D01.65+,D01.65+V%,D02.all,D02.allV%,D02.65+,D02.65+V%,D03.all,D03.allV%,D03.65+,D03.65+V%,D04.all,D04.allV%,D04.65+,D04.65+V%,D05.all,D05.allV%,D05.65+,D05.65+V%,D06.all,D06.allV%,D06.65+,D06.65+V%,D07.all,D07.allV%,D07.65+,D07.65+V%,D08.all,D08.allV%,D08.65+,D08.65+V%,D09.all,D09.allV%,D09.65+,D09.65+V%,D10.all,D10.allV%,D10.65+,D10.65+V%,D11.all,D11.allV%,D11.65+,D11.65+V%,D12.all,D12.allV%,D12.65+,D12.65+V%,D13.all,D13.allV%,D13.65+,D13.65+V%,TN.all,TN.allV%,TN.65+,TN.65+V%
2015.08,77455,51.31,64228,54.85,82069,53.46,66600,56.97,12388,56.04,9967,59.65,85106,57.10,71191,61.01,39658,55.65,32977,59.61,51990,55.81,43106,59.51,54984,53.60,44320,56.80,42448,48.11,33843,51.98,35320,54.47,29749,57.71,36187,56.48,30157,60.86,84860,51.08,67899,55.67,36344,47.06,28777,51.25,14052,51.48,11065,56.76,652861,53.23,533879,57.13
2015.09,77455,51.35,64228,54.87,82069,53.49,66600,56.99,12388,56.05,9967,59.66,85106,57.11,71191,61.03,39658,55.66,32977,59.62,51990,55.83,43106,59.52,54984,53.61,44320,56.80,42448,48.13,33843,51.99,35320,54.48,29749,57.72,36187,56.50,30157,60.87,84860,51.10,67899,55.68,36344,47.08,28777,51.26,14052,51.49,11065,56.77,652861,53.24,533879,57.14
2015.10,77455,51.38,64228,54.91,82069,53.50,66600,57.00,12388,56.05,9967,59.67,85106,57.12,71191,61.03,39658,55.67,32977,59.63,51990,55.84,43106,59.52,54984,53.61,44320,56.81,42448,48.14,33843,52.01,35320,54.48,29749,57.72,36187,56.50,30157,60.88,84860,51.11,67899,55.69,36344,47.08,28777,51.26,14052,51.50,11065,56.79,652861,53.26,533879,57.15
2015.11,77455,51.41,64228,54.93,82069,53.51,66600,57.01,12388,56.06,9967,59.68,85106,57.13,71191,61.04,39658,55.69,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.15,33843,52.02,35320,54.49,29749,57.73,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.27,533879,57.16
2015.12,77455,51.42,64228,54.94,82069,53.52,66600,57.01,12388,56.06,9967,59.68,85106,57.14,71191,61.05,39658,55.69,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.27,533879,57.16
2015.13,77455,51.44,64228,54.95,82069,53.52,66600,57.01,12388,56.06,9967,59.68,85106,57.14,71191,61.05,39658,55.70,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.12,67899,55.70,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.28,533879,57.16
2015.14,77455,51.44,64228,54.96,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.70,32977,59.64,51990,55.84,43106,59.53,54984,53.62,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.88,84860,51.13,67899,55.71,36344,47.09,28777,51.27,14052,51.51,11065,56.79,652861,53.28,533879,57.17
2015.15,77455,51.45,64228,54.96,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.70,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.16,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.09,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.16,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.17,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.51,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.18,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.19,77455,51.45,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.20,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.69,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.21,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.22,77455,51.46,64228,54.97,82069,53.52,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.03,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.23,77455,51.46,64228,54.97,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.24,77455,51.46,64228,54.97,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.25,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.26,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.27,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.28,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.28,533879,57.17
2015.29,77455,51.46,64228,54.98,82069,53.53,66600,57.01,12388,56.09,9967,59.70,85106,57.14,71191,61.05,39658,55.71,32977,59.65,51990,55.84,43106,59.53,54984,53.63,44320,56.82,42448,48.17,33843,52.04,35320,54.50,29749,57.74,36187,56.52,30157,60.89,84860,51.13,67899,55.71,36344,47.10,28777,51.27,14052,51.52,11065,56.79,652861,53.29,533879,57.17
2015.31,78888,0.03,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,12602,0.17,0,0.00,40080,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,10540,0.11,0,0.00,35488,0.14,30071,0.13,36761,0.28,0,0.00,28697,0.17,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,243056,0.12,30071,0.13
2015.32,78888,0.16,65896,0.15,15362,0.14,0,0.00,12353,0.11,0,0.00,72776,0.24,0,0.00,40080,0.22,33409,0.22,17995,0.30,0,0.00,26258,0.23,0,0.00,17559,0.28,0,0.00,35488,0.36,30071,0.37,36761,1.08,30849,1.21,55656,0.50,0,0.00,19222,0.33,0,0.00,13859,0.14,0,0.00,442257,0.33,160225,0.41
2015.33,78888,0.46,65896,0.46,29379,0.33,0,0.00,12353,0.29,10034,0.25,77835,0.55,35107,0.49,40080,0.57,33409,0.57,41653,0.57,4189,0.88,44598,0.44,20917,0.40,37679,0.55,0,0.00,35488,0.75,30071,0.80,36761,2.30,30849,2.52,81241,0.92,23762,1.31,32407,0.84,10195,1.47,13859,0.38,0,0.00,562221,0.71,264429,0.87
2015.34,78888,1.15,65896,1.21,70002,0.80,7282,1.06,12353,0.67,10034,0.67,87897,1.49,52692,1.67,40080,1.39,33409,1.46,48535,1.37,21674,1.63,51925,1.13,20917,1.49,39849,1.28,14405,1.60,35488,1.77,30071,1.93,36761,4.32,30849,4.73,85389,1.92,41564,2.66,34836,1.79,16768,2.28,13859,1.07,11093,1.15,635862,1.54,356654,1.92
2015.35,78888,2.44,65896,2.60,77781,1.67,23550,2.09,12353,1.72,10034,1.77,87897,3.04,65496,3.27,40080,2.89,33409,3.09,51291,2.53,38691,2.72,53415,2.40,32952,2.78,42166,2.08,18938,2.43,35488,3.36,30071,3.66,36761,6.82,30849,7.49,85389,3.77,59195,4.52,34836,3.13,25996,3.72,13859,1.92,11093,2.06,650204,2.92,446170,3.42
2015.36,78888,4.91,65896,5.23,80086,3.46,55570,3.86,12353,4.05,10034,4.24,87897,6.13,73798,6.47,40080,6.15,33409,6.64,51835,4.92,40493,5.22,55044,4.99,41628,5.40,42166,4.13,28654,4.45,35488,5.86,30071,6.38,36761,10.81,30849,11.88,85389,6.93,66294,7.88,35513,6.00,25996,7.10,13859,3.91,11093,4.25,655359,5.60,513785,6.18
2015.37,78888,8.65,65896,8.99,80086,6.71,65525,6.91,12353,8.11,10034,8.60,87897,10.49,73798,11.04,40080,9.98,33409,10.61,51835,8.35,42728,8.74,55044,8.82,44003,9.37,42166,7.26,32288,7.89,35488,9.04,30071,9.66,36761,16.48,30849,17.98,85389,11.54,68985,12.79,35513,9.38,27926,10.50,13859,6.86,11093,7.47,655359,9.47,536605,10.15
2015.38,78888,13.24,65896,13.76,80086,11.08,65525,11.48,12353,12.89,10034,13.64,87897,16.50,73798,17.48,40080,16.02,33409,17.18,51835,13.79,43201,14.49,55044,14.28,44003,15.24,42166,11.81,33970,12.67,35488,14.04,30071,15.12,36761,23.17,30849,25.24,85389,17.26,68985,19.07,35513,13.77,28411,15.11,13859,10.74,11093,11.78,655359,14.72,539245,15.76
2015.39,78888,19.35,65896,20.39,80086,17.26,65525,18.02,12353,19.61,10034,20.40,87897,22.96,73798,24.45,40080,22.57,33409,24.20,51835,19.92,43201,21.11,55044,21.14,44599,22.40,42166,17.64,33970,19.07,35488,21.06,30071,22.39,36761,29.81,30849,32.49,85389,23.82,68985,26.25,35513,18.70,28411,20.44,13859,16.52,11093,18.16,655359,21.03,539841,22.54
2015.40,78888,24.62,65896,26.10,80086,23.72,65525,25.00,12353,26.11,10034,27.33,87897,29.11,73798,31.04,40080,28.44,33409,30.61,51835,26.42,43201,28.12,55044,27.16,44599,28.83,42166,23.38,33970,25.35,35488,27.01,30071,28.83,36761,35.17,30849,38.29,85389,29.59,68985,32.60,35513,24.02,28411,26.21,13859,21.86,11093,24.16,655359,26.93,539841,28.93
2015.41,78888,29.76,65896,31.64,80086,30.33,65525,32.22,12353,33.27,10034,35.42,87897,34.76,73798,37.08,40080,34.05,33409,36.75,51835,32.25,43201,34.42,55044,33.38,44599,35.51,42166,28.68,33970,31.25,35488,32.40,30071,34.66,36761,40.54,30849,44.11,85389,34.34,68985,37.81,35513,29.58,28411,32.31,13859,28.60,11093,31.70,655359,32.57,539841,35.06
2015.42,78888,34.14,65896,36.42,80086,35.55,65525,37.88,12353,38.01,10034,40.81,87897,39.39,73798,42.09,40080,38.45,33409,41.50,51835,36.66,43201,39.20,55044,38.13,44599,40.65,42166,32.64,33970,35.60,35488,36.40,30071,39.04,36761,44.21,30849,48.02,85389,38.30,68985,42.12,35513,33.57,28411,36.64,13859,34.09,11093,37.72,655359,36.99,539841,39.86
2015.43,78888,37.42,65896,40.03,80086,39.55,65525,42.17,12353,41.88,10034,45.07,87897,42.91,73798,45.81,40080,41.56,33409,44.78,51835,40.42,43201,43.15,55044,41.62,44599,44.34,42166,35.87,33970,39.15,35488,39.56,30071,42.36,36761,46.86,30849,50.81,85389,41.29,68985,45.38,35513,36.73,28411,40.03,13859,38.08,11093,42.13,655359,40.37,539841,43.49
2015.44,78888,40.05,65896,42.88,80086,42.56,65525,45.46,12353,45.48,10034,48.47,87897,45.70,73798,48.77,40080,44.16,33409,47.58,51835,43.39,43201,46.39,55044,44.09,44599,46.99,42166,38.42,33970,42.00,35488,42.22,30071,45.17,36761,49.33,30849,53.46,85389,43.64,68985,47.92,35513,39.14,28411,42.62,13859,40.99,11093,45.25,655359,43.04,539841,46.37
2015.45,78888,42.02,65896,44.99,80086,45.02,65525,48.10,12353,48.19,10034,51.44,87897,47.80,73798,51.02,40080,46.41,33409,50.03,51835,45.46,43201,48.61,55044,45.90,44599,48.89,42166,40.40,33970,44.13,35488,44.32,30071,47.41,36761,51.09,30849,55.30,85389,45.53,68985,49.92,35513,41.09,28411,44.76,13859,43.44,11093,47.75,655359,45.11,539841,48.58
2015.46,78888,42.89,65896,45.91,80086,46.11,65525,49.26,12353,49.35,10034,52.65,87897,48.77,73798,52.02,40080,47.31,33409,50.95,51835,46.51,43201,49.73,55044,46.87,44599,49.88,42166,41.36,33970,45.16,35488,45.42,30071,48.58,36761,51.97,30849,56.21,85389,46.31,68985,50.73,35513,42.04,28411,45.76,13859,44.45,11093,48.87,655359,46.06,539841,49.58
2015.47,78888,44.08,65896,47.20,80086,47.54,65525,50.75,12353,50.97,10034,54.31,87897,50.14,73798,53.47,40080,48.61,33409,52.32,51835,47.92,43201,51.25,55044,48.17,44599,51.22,42166,42.64,33970,46.47,35488,46.71,30071,49.95,36761,53.11,30849,57.32,85389,47.49,68985,52.00,35513,43.31,28411,47.12,13859,45.68,11093,50.21,655359,47.36,539841,50.95
2015.48,78888,45.09,65896,48.24,80086,48.57,65525,51.80,12353,52.33,10034,55.74,87897,51.20,73798,54.58,40080,49.73,33409,53.45,51835,48.94,43201,52.32,55044,49.09,44599,52.21,42166,43.50,33970,47.39,35488,47.94,30071,51.28,36761,54.09,30849,58.33,85389,48.54,68985,53.10,35513,44.24,28411,48.08,13859,47.07,11093,51.68,655359,48.40,539841,52.03
2015.49,78888,45.88,65896,49.05,80086,49.32,65525,52.61,12353,53.26,10034,56.75,87897,52.04,73798,55.44,40080,50.54,33409,54.30,51835,49.74,43201,53.17,55044,49.79,44599,52.95,42166,44.17,33970,48.10,35488,48.77,30071,52.12,36761,54.81,30849,59.09,85389,49.30,68985,53.90,35513,44.99,28411,48.82,13859,47.98,11093,52.56,655359,49.17,539841,52.84
2015.50,78888,46.26,65896,49.45,80086,49.63,65525,52.92,12353,53.76,10034,57.27,87897,52.35,73798,55.77,40080,50.93,33409,54.68,51835,50.07,43201,53.51,55044,50.06,44599,53.23,42166,44.49,33970,48.42,35488,49.11,30071,52.47,36761,55.12,30849,59.43,85389,49.58,68985,54.19,35513,45.30,28411,49.14,13859,48.38,11093,53.00,655359,49.50,539841,53.18
2015.51,78888,46.61,65896,49.82,80086,49.96,65525,53.26,12353,54.06,10034,57.51,87897,52.68,73798,56.12,40080,51.22,33409,54.97,51835,50.41,43201,53.87,55044,50.36,44599,53.53,42166,44.75,33970,48.70,35488,49.52,30071,52.88,36761,55.39,30849,59.72,85389,49.89,68985,54.51,35513,45.65,28411,49.51,13859,48.81,11093,53.45,655359,49.82,539841,53.51
2015.52,78888,47.05,65896,50.27,80086,50.34,65525,53.65,12353,54.50,10034,57.95,87897,53.09,73798,56.54,40080,51.59,33409,55.35,51835,50.77,43201,54.25,55044,50.64,44599,53.81,42166,45.04,33970,48.98,35488,49.89,30071,53.26,36761,55.75,30849,60.08,85389,50.22,68985,54.83,35513,46.00,28411,49.87,13859,49.16,11093,53.79,655359,50.19,539841,53.89
2016.01,78888,47.42,65896,50.64,80086,50.64,65525,53.95,12353,54.78,10034,58.28,87897,53.50,73798,56.94,40080,51.95,33409,55.72,51835,51.09,43201,54.58,55044,50.84,44599,54.01,42166,45.31,33970,49.27,35488,50.28,30071,53.65,36761,55.99,30849,60.33,85389,50.47,68985,55.08,35513,46.26,28411,50.13,13859,49.68,11093,54.34,655359,50.50,539841,54.21
2016.02,78888,47.66,65896,50.88,80086,50.79,65525,54.10,12353,55.01,10034,58.51,87897,53.68,73798,57.13,40080,52.09,33409,55.86,51835,51.24,43201,54.72,55044,51.00,44599,54.15,42166,45.44,33970,49.41,35488,50.41,30071,53.78,36761,56.15,30849,60.50,85389,50.59,68985,55.21,35513,46.39,28411,50.24,13859,49.85,11093,54.48,655359,50.66,539841,54.36
2016.03,78888,47.88,65896,51.09,80086,50.95,65525,54.26,12353,55.30,10034,58.77,87897,53.87,73798,57.32,40080,52.30,33409,56.07,51835,51.42,43201,54.89,55044,51.08,44599,54.23,42166,45.56,33970,49.53,35488,50.63,30071,53.96,36761,56.30,30849,60.65,85389,50.74,68985,55.36,35513,46.55,28411,50.39,13859,50.00,11093,54.64,655359,50.84,539841,54.53
2016.04,78888,48.08,65896,51.30,80086,51.10,65525,54.39,12353,55.44,10034,58.87,87897,54.00,73798,57.45,40080,52.46,33409,56.23,51835,51.57,43201,55.03,55044,51.19,44599,54.35,42166,45.71,33970,49.67,35488,50.79,30071,54.12,36761,56.50,30849,60.85,85389,50.90,68985,55.52,35513,46.69,28411,50.53,13859,50.21,11093,54.84,655359,50.99,539841,54.68
2016.05,78888,48.23,65896,51.44,80086,51.22,65525,54.51,12353,55.58,10034,59.03,87897,54.09,73798,57.54,40080,52.59,33409,56.36,51835,51.65,43201,55.11,55044,51.26,44599,54.41,42166,45.79,33970,49.75,35488,50.89,30071,54.20,36761,56.61,30849,60.96,85389,51.01,68985,55.63,35513,46.79,28411,50.63,13859,50.29,11093,54.93,655359,51.10,539841,54.79
2016.06,78888,48.38,65896,51.58,80086,51.33,65525,54.62,12353,55.69,10034,59.15,87897,54.18,73798,57.63,40080,52.69,33409,56.45,51835,51.73,43201,55.18,55044,51.31,44599,54.46,42166,45.85,33970,49.81,35488,50.96,30071,54.26,36761,56.71,30849,61.06,85389,51.08,68985,55.71,35513,46.88,28411,50.74,13859,50.39,11093,55.03,655359,51.19,539841,54.88
2016.07,78888,48.48,65896,51.68,80086,51.45,65525,54.74,12353,55.87,10034,59.30,87897,54.26,73798,57.72,40080,52.77,33409,56.54,51835,51.78,43201,55.24,55044,51.37,44599,54.51,42166,45.90,33970,49.86,35488,51.07,30071,54.37,36761,56.78,30849,61.12,85389,51.16,68985,55.79,35513,47.00,28411,50.84,13859,50.49,11093,55.13,655359,51.28,539841,54.96
2016.08,78888,48.59,65896,51.78,80086,51.53,65525,54.82,12353,55.98,10034,59.37,87897,54.33,73798,57.78,40080,52.83,33409,56.60,51835,51.83,43201,55.28,55044,51.40,44599,54.53,42166,45.94,33970,49.89,35488,51.17,30071,54.48,36761,56.82,30849,61.17,85389,51.22,68985,55.84,35513,47.08,28411,50.91,13859,50.58,11093,55.23,655359,51.34,539841,55.03
2016.09,78888,48.64,65896,51.83,80086,51.59,65525,54.87,12353,56.08,10034,59.46,87897,54.36,73798,57.81,40080,52.87,33409,56.63,51835,51.83,43201,55.28,55044,51.43,44599,54.56,42166,45.98,33970,49.93,35488,51.25,30071,54.55,36761,56.86,30849,61.20,85389,51.26,68985,55.88,35513,47.10,28411,50.94,13859,50.60,11093,55.24,655359,51.38,539841,55.06
2016.10,78888,48.70,65896,51.88,80086,51.62,65525,54.91,12353,56.14,10034,59.49,87897,54.38,73798,57.83,40080,52.90,33409,56.66,51835,51.84,43201,55.30,55044,51.44,44599,54.57,42166,46.01,33970,49.96,35488,51.29,30071,54.60,36761,56.89,30849,61.24,85389,51.30,68985,55.91,35513,47.15,28411,50.99,13859,50.62,11093,55.26,655359,51.42,539841,55.10
2016.11,78888,48.74,65896,51.92,80086,51.66,65525,54.93,12353,56.20,10034,59.52,87897,54.40,73798,57.85,40080,52.91,33409,56.67,51835,51.86,43201,55.31,55044,51.45,44599,54.59,42166,46.03,33970,49.98,35488,51.32,30071,54.63,36761,56.91,30849,61.25,85389,51.32,68985,55.92,35513,47.19,28411,51.02,13859,50.65,11093,55.30,655359,51.44,539841,55.12
2016.12,78888,48.78,65896,51.96,80086,51.68,65525,54.96,12353,56.23,10034,59.56,87897,54.42,73798,57.86,40080,52.92,33409,56.69,51835,51.87,43201,55.32,55044,51.46,44599,54.60,42166,46.05,33970,50.00,35488,51.34,30071,54.64,36761,56.92,30849,61.27,85389,51.33,68985,55.94,35513,47.20,28411,51.02,13859,50.67,11093,55.31,655359,51.46,539841,55.14
2016.13,78888,48.79,65896,51.97,80086,51.69,65525,54.96,12353,56.25,10034,59.58,87897,54.43,73798,57.87,40080,52.93,33409,56.70,51835,51.88,43201,55.34,55044,51.47,44599,54.61,42166,46.05,33970,50.00,35488,51.34,30071,54.65,36761,56.93,30849,61.27,85389,51.34,68985,55.95,35513,47.20,28411,51.02,13859,50.67,11093,55.32,655359,51.47,539841,55.15
2016.14,78888,48.81,65896,51.99,80086,51.69,65525,54.96,12353,56.25,10034,59.58,87897,54.43,73798,57.87,40080,52.93,33409,56.70,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.05,33970,50.00,35488,51.36,30071,54.65,36761,56.94,30849,61.28,85389,51.34,68985,55.95,35513,47.21,28411,51.03,13859,50.68,11093,55.33,655359,51.47,539841,55.15
2016.15,78888,48.82,65896,51.99,80086,51.70,65525,54.97,12353,56.26,10034,59.60,87897,54.43,73798,57.88,40080,52.94,33409,56.71,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.05,33970,50.00,35488,51.36,30071,54.65,36761,56.95,30849,61.29,85389,51.35,68985,55.95,35513,47.21,28411,51.03,13859,50.69,11093,55.34,655359,51.48,539841,55.15
2016.16,78888,48.82,65896,52.00,80086,51.71,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.94,33409,56.71,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.06,33970,50.00,35488,51.36,30071,54.65,36761,56.95,30849,61.29,85389,51.35,68985,55.96,35513,47.21,28411,51.04,13859,50.70,11093,55.35,655359,51.48,539841,55.16
2016.17,78888,48.83,65896,52.00,80086,51.71,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.06,33970,50.00,35488,51.36,30071,54.65,36761,56.95,30849,61.29,85389,51.36,68985,55.96,35513,47.22,28411,51.04,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.18,78888,48.83,65896,52.00,80086,51.71,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.06,33970,50.00,35488,51.36,30071,54.65,36761,56.95,30849,61.29,85389,51.36,68985,55.96,35513,47.22,28411,51.04,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.19,78888,48.83,65896,52.01,80086,51.71,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.06,33970,50.01,35488,51.37,30071,54.66,36761,56.95,30849,61.29,85389,51.36,68985,55.97,35513,47.23,28411,51.04,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.20,78888,48.83,65896,52.01,80086,51.71,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.06,33970,50.01,35488,51.38,30071,54.67,36761,56.95,30849,61.29,85389,51.36,68985,55.97,35513,47.23,28411,51.05,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.21,78888,48.83,65896,52.01,80086,51.72,65525,54.98,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.07,33970,50.01,35488,51.38,30071,54.67,36761,56.95,30849,61.29,85389,51.36,68985,55.97,35513,47.24,28411,51.05,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.22,78888,48.83,65896,52.01,80086,51.72,65525,54.99,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.95,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.07,33970,50.01,35488,51.38,30071,54.67,36761,56.95,30849,61.29,85389,51.36,68985,55.97,35513,47.24,28411,51.05,13859,50.70,11093,55.35,655359,51.49,539841,55.16
2016.23,78888,48.83,65896,52.01,80086,51.72,65525,54.99,12353,56.26,10034,59.60,87897,54.44,73798,57.88,40080,52.96,33409,56.72,51835,51.89,43201,55.34,55044,51.48,44599,54.61,42166,46.07,33970,50.01,35488,51.38,30071,54.67,36761,56.95,30849,61.29,85389,51.36,68985,55.97,35513,47.24,28411,51.05,13859,50.70,11093,55.35,655359,51.49,539841,55.16
